horizon_days,rank_ic,abs_rank_ic
1,-0.04405810059221589,0.04405810059221589
5,-0.0718523854246958,0.0718523854246958
10,-0.08924923379345086,0.08924923379345086
20,-0.11235260852411132,0.11235260852411132
