horizon_days,rank_ic,abs_rank_ic
1,-0.03087436514571398,0.03087436514571398
5,-0.04191219100009918,0.04191219100009918
10,-0.04777579319635688,0.04777579319635688
20,-0.05550108752349404,0.05550108752349404
