index,mean_daily_return
1,0.0005782678674163725
2,0.0007159506878117274
3,0.0007949259431336145
4,0.000785231766017416
5,0.0008813274747966387
6,0.00072055957920707
7,0.0006738605443320426
8,0.0005326095122984015
9,0.00019489355751559797
10,-0.0008966033390698658
H-L,-0.0014748712064862413
