model,rank_ic,rank_icir,gross_sharpe,gross_annu_ret,net_sharpe,net_annu_ret,mdd_net,daily_turnover,annu_one_way_turnover,n_days,cost_rt,top_frac,direction
A_TGD,0.041524943072059756,11.281222814092933,4.063552163128353,0.3534078857123307,1.2799406854694693,0.11118543074694373,-0.0841501725237201,0.6459265465743658,80.74081832179571,950,0.0015,0.1,1
B_TGD_D1,0.05947653079113476,10.841411668028442,3.7729181309828808,0.44237211231139084,2.27673281565185,0.26746645643873973,-0.11824096809610647,0.46641508232706846,58.30188529088356,950,0.0015,0.1,1
C_TGD_D1_Flow,0.05769668175037567,10.86703736997932,4.467951008546948,0.4748541654595886,2.8784923711475088,0.30631695821949273,-0.09385315418941556,0.4494325526402532,56.17906908003165,950,0.0015,0.1,1
