Date,TGD20,D1,model
2023-08-16,0.44739033939067524,0.5526096606093247,B
2023-08-17,0.44400395132504794,0.555996048674952,B
2023-08-18,0.45231501475898367,0.5476849852410164,B
2023-08-21,0.4464171118547357,0.5535828881452642,B
2023-08-22,0.44848544846273347,0.5515145515372666,B
2023-08-23,0.4565278518824141,0.5434721481175859,B
2023-08-24,0.45353474449286807,0.546465255507132,B
2023-08-25,0.4488335442396882,0.5511664557603118,B
2023-08-28,0.4388423210945644,0.5611576789054356,B
2023-08-29,0.439585109890055,0.560414890109945,B
2023-08-30,0.4509431410144332,0.5490568589855668,B
2023-08-31,0.4472287331222685,0.5527712668777316,B
2023-09-01,0.4491718697013334,0.5508281302986666,B
2023-09-04,0.44045149889235446,0.5595485011076455,B
2023-09-05,0.43807290573740576,0.5619270942625941,B
2023-09-06,0.4352320437804381,0.5647679562195619,B
2023-09-07,0.43884526082203357,0.5611547391779664,B
2023-09-08,0.4401800666033098,0.5598199333966902,B
2023-09-11,0.44350712086772726,0.5564928791322727,B
2023-09-12,0.44605224067741006,0.55394775932259,B
2023-09-13,0.44532497071099136,0.5546750292890086,B
2023-09-14,0.4445106584476055,0.5554893415523945,B
2023-09-15,0.448376125982368,0.551623874017632,B
2023-09-18,0.4465402318959388,0.5534597681040612,B
2023-09-19,0.44696156234512546,0.5530384376548746,B
2023-09-20,0.447238151034239,0.552761848965761,B
2023-09-21,0.4495517165255479,0.5504482834744521,B
2023-09-22,0.45114843746891703,0.5488515625310831,B
2023-09-25,0.4505849852045309,0.5494150147954691,B
2023-09-26,0.4540734566243888,0.5459265433756112,B
2023-09-27,0.4581807855611266,0.5418192144388733,B
2023-09-28,0.45755103267016584,0.5424489673298343,B
2023-10-09,0.4573963107079302,0.5426036892920698,B
2023-10-10,0.46134873203367804,0.5386512679663219,B
2023-10-11,0.4653736976671653,0.5346263023328347,B
2023-10-12,0.46459240869153645,0.5354075913084636,B
2023-10-13,0.4630476098259566,0.5369523901740434,B
2023-10-16,0.4612524528285961,0.5387475471714038,B
2023-10-17,0.460148575709532,0.5398514242904681,B
2023-10-18,0.4569511610077321,0.5430488389922679,B
2023-10-19,0.45356790742178643,0.5464320925782135,B
2023-10-20,0.45345963071671125,0.5465403692832888,B
2023-10-23,0.4555057504419159,0.5444942495580841,B
2023-10-24,0.46239265918889505,0.537607340811105,B
2023-10-25,0.46503960207572087,0.5349603979242791,B
2023-10-26,0.4677621925322555,0.5322378074677445,B
2023-10-27,0.4752443599417263,0.5247556400582737,B
2023-10-30,0.4751341963718914,0.5248658036281086,B
2023-10-31,0.47584760860006725,0.5241523913999329,B
2023-11-01,0.47754804507425314,0.5224519549257468,B
2023-11-02,0.4826707987384334,0.5173292012615667,B
2023-11-03,0.4810276245256702,0.5189723754743297,B
2023-11-06,0.4788388741033867,0.5211611258966133,B
2023-11-07,0.46987289313796315,0.5301271068620368,B
2023-11-08,0.4692609072288007,0.5307390927711994,B
2023-11-09,0.47056478062365736,0.5294352193763427,B
2023-11-10,0.4693655152937905,0.5306344847062094,B
2023-11-13,0.47639229482048556,0.5236077051795144,B
2023-11-14,0.473829199139187,0.5261708008608129,B
2023-11-15,0.4676426295945422,0.5323573704054577,B
2023-11-16,0.46624705541998757,0.5337529445800125,B
2023-11-17,0.4777836019736457,0.5222163980263543,B
2023-11-20,0.4748901645617679,0.5251098354382321,B
2023-11-21,0.4855549200449559,0.5144450799550442,B
2023-11-22,0.47930067143671834,0.5206993285632816,B
2023-11-23,0.47196142484891235,0.5280385751510875,B
2023-11-24,0.4737865507801791,0.5262134492198208,B
2023-11-27,0.47687377326703534,0.5231262267329646,B
2023-11-28,0.488336137128538,0.5116638628714619,B
2023-11-29,0.48853613831511794,0.5114638616848821,B
2023-11-30,0.4862279477087199,0.5137720522912801,B
2023-12-01,0.48258486901236347,0.5174151309876365,B
2023-12-04,0.48714450473671245,0.5128554952632874,B
2023-12-05,0.49485448421903894,0.5051455157809611,B
2023-12-06,0.5011787675745221,0.49882123242547804,B
2023-12-07,0.49646142725705217,0.5035385727429479,B
2023-12-08,0.4977433733552533,0.5022566266447466,B
2023-12-11,0.4983437710503381,0.501656228949662,B
2023-12-12,0.4982275191631907,0.5017724808368093,B
2023-12-13,0.5039835506873763,0.4960164493126236,B
2023-12-14,0.510927358035567,0.489072641964433,B
2023-12-15,0.5045003721570352,0.4954996278429648,B
2023-12-18,0.4990932444418693,0.5009067555581306,B
2023-12-19,0.5005172383030069,0.4994827616969931,B
2023-12-20,0.49759518631215466,0.5024048136878453,B
2023-12-21,0.491445513216133,0.5085544867838669,B
2023-12-22,0.48856749620291634,0.5114325037970836,B
2023-12-25,0.48199413764886767,0.5180058623511323,B
2023-12-26,0.48903902660855714,0.5109609733914428,B
2023-12-27,0.48348679953916246,0.5165132004608375,B
2023-12-28,0.48090881183204437,0.5190911881679556,B
2023-12-29,0.4818128808807067,0.5181871191192933,B
2024-01-02,0.4809161964938817,0.5190838035061184,B
2024-01-03,0.4680371416722464,0.5319628583277536,B
2024-01-04,0.46160366287019405,0.538396337129806,B
2024-01-05,0.4623357583692634,0.5376642416307366,B
2024-01-08,0.4639067708616417,0.5360932291383582,B
2024-01-09,0.4568640234746506,0.5431359765253494,B
2024-01-10,0.45240682782927694,0.547593172170723,B
2024-01-11,0.45143467701471257,0.5485653229852875,B
2024-01-12,0.46029466622112447,0.5397053337788756,B
2024-01-15,0.4575233947296103,0.5424766052703898,B
2024-01-16,0.45769776734564027,0.5423022326543596,B
2024-01-17,0.4534661600510575,0.5465338399489424,B
2024-01-18,0.44474984273200396,0.555250157267996,B
2024-01-19,0.4467324630355623,0.5532675369644378,B
2024-01-22,0.4428194192195474,0.5571805807804525,B
2024-01-23,0.4483846588976359,0.5516153411023642,B
2024-01-24,0.4607869041846946,0.5392130958153054,B
2024-01-25,0.4551423769827149,0.5448576230172851,B
2024-01-26,0.4485886010917545,0.5514113989082454,B
2024-01-29,0.4364655401724,0.5635344598276,B
2024-01-30,0.44483352013744143,0.5551664798625585,B
2024-01-31,0.4484846927727607,0.5515153072272393,B
2024-02-01,0.4477704438433223,0.5522295561566777,B
2024-02-02,0.45428089251471465,0.5457191074852853,B
2024-02-05,0.4592578871817962,0.5407421128182036,B
2024-02-06,0.45856611109681666,0.5414338889031833,B
2024-02-07,0.4738550373539983,0.5261449626460016,B
2024-02-08,0.48076725374545276,0.5192327462545472,B
2024-02-19,0.47713831436552345,0.5228616856344765,B
2024-02-20,0.4662995958354859,0.5337004041645141,B
2024-02-21,0.4634236426188851,0.536576357381115,B
2024-02-22,0.44858272035101415,0.5514172796489859,B
2024-02-23,0.44774871208558925,0.5522512879144108,B
2024-02-26,0.43960624261852116,0.5603937573814788,B
2024-02-27,0.43070645982900396,0.5692935401709961,B
2024-02-28,0.4259244085690818,0.5740755914309181,B
2024-02-29,0.42697331139198824,0.5730266886080116,B
2024-03-01,0.43553358162578276,0.5644664183742172,B
2024-03-04,0.4328395623610584,0.5671604376389416,B
2024-03-05,0.43464603774695687,0.565353962253043,B
2024-03-06,0.4296313590941191,0.5703686409058808,B
2024-03-07,0.4210139664650683,0.5789860335349317,B
2024-03-08,0.4166445727187889,0.583355427281211,B
2024-03-11,0.4205562601765141,0.579443739823486,B
2024-03-12,0.4100821080979277,0.5899178919020722,B
2024-03-13,0.401625786140763,0.598374213859237,B
2024-03-14,0.40179306337406323,0.5982069366259368,B
2024-03-15,0.3948613887458856,0.6051386112541145,B
2024-03-18,0.39052573033140225,0.6094742696685979,B
2024-03-19,0.3943593248323605,0.6056406751676395,B
2024-03-20,0.4011226711328221,0.5988773288671779,B
2024-03-21,0.403048248069593,0.5969517519304071,B
2024-03-22,0.41322358424589456,0.5867764157541053,B
2024-03-25,0.42028715378348486,0.5797128462165152,B
2024-03-26,0.4153128003918015,0.5846871996081984,B
2024-03-27,0.4164252562937171,0.5835747437062828,B
2024-03-28,0.4019557293486762,0.5980442706513238,B
2024-03-29,0.41082271555845046,0.5891772844415495,B
2024-04-01,0.41286821632116727,0.5871317836788327,B
2024-04-02,0.4082884449620828,0.5917115550379172,B
2024-04-03,0.40458729825761575,0.5954127017423843,B
2024-04-08,0.40692979019704184,0.5930702098029582,B
2024-04-09,0.41668215378951645,0.5833178462104835,B
2024-04-10,0.4095095956015447,0.5904904043984552,B
2024-04-11,0.40822164569702857,0.5917783543029713,B
2024-04-12,0.42020565112717545,0.5797943488728245,B
2024-04-15,0.42703946457954833,0.5729605354204518,B
2024-04-16,0.42518032758174035,0.5748196724182597,B
2024-04-17,0.40936824923444454,0.5906317507655555,B
2024-04-18,0.41759748888858883,0.5824025111114112,B
2024-04-19,0.4208194616624988,0.5791805383375013,B
2024-04-22,0.4245940363345081,0.5754059636654919,B
2024-04-23,0.4208897058198779,0.579110294180122,B
2024-04-24,0.4159485603268017,0.5840514396731983,B
2024-04-25,0.4283200643213106,0.5716799356786895,B
2024-04-26,0.42918662168216726,0.5708133783178327,B
2024-04-29,0.4158075928977755,0.5841924071022244,B
