Date,TGD20,D1,FlowDensity20,model
2025-04-01,0.3047239431170472,0.48817469580998013,0.20710136107297272,C
2025-04-02,0.2972967638657274,0.4801248497682566,0.22257838636601596,C
2025-04-03,0.2984575837261323,0.47461708729288,0.22692532898098772,C
2025-04-07,0.3128237926812781,0.47107137942585087,0.2161048278928711,C
2025-04-08,0.3057562435302586,0.4804657024461188,0.21377805402362257,C
2025-04-09,0.3329974605182688,0.45489431581573714,0.21210822366599405,C
2025-04-10,0.3493300354106639,0.44363835664536155,0.20703160794397463,C
2025-04-11,0.34377773131260086,0.446871403935312,0.20935086475208714,C
2025-04-14,0.34240900220250353,0.44277370526917476,0.21481729252832174,C
2025-04-15,0.3351263358662997,0.44540691094552715,0.21946675318817313,C
2025-04-16,0.33245837940600803,0.43948860650921195,0.22805301408478001,C
2025-04-17,0.3260913315855047,0.4497205574104853,0.22418811100401004,C
2025-04-18,0.30193471187091664,0.4621312580638156,0.23593403006526775,C
2025-04-21,0.3067963183139856,0.4650873719923971,0.22811630969361724,C
2025-04-22,0.29987983158883036,0.4578089254206774,0.2423112429904922,C
2025-04-23,0.30166683061464866,0.4569929904601804,0.241340178925171,C
2025-04-24,0.304721003530382,0.4576391817018467,0.23763981476777118,C
2025-04-25,0.3022359289967179,0.456311649362871,0.24145242164041114,C
2025-04-28,0.30703188680947346,0.4615058127332838,0.23146230045724286,C
2025-04-29,0.30596433063983636,0.45570883735731305,0.23832683200285062,C
2025-04-30,0.298430421264123,0.4522874814529441,0.24928209728293282,C
2025-05-06,0.3075537538728736,0.43983027787481066,0.25261596825231575,C
2025-05-07,0.315345515109842,0.43848746774745734,0.24616701714270067,C
2025-05-08,0.309139646746113,0.4506729080597441,0.24018744519414287,C
2025-05-09,0.306345064188497,0.4429270808344517,0.2507278549770514,C
2025-05-12,0.30143496909600265,0.45310965049161855,0.24545538041237877,C
2025-05-13,0.3122469842396731,0.4443785462982895,0.2433744694620374,C
2025-05-14,0.30043560319886764,0.45870762080641553,0.2408567759947168,C
2025-05-15,0.30281063729067925,0.4591914826571089,0.2379978800522118,C
2025-05-16,0.29681395491454465,0.45476849336118136,0.24841755172427402,C
2025-05-19,0.29297167727253154,0.45362582999511625,0.25340249273235227,C
2025-05-20,0.29707168462558936,0.4324483083466137,0.270480007027797,C
