contrast,add,delta_rank_icir,delta_gross_sharpe,delta_net_sharpe,delta_daily_turnover,delta_mdd_net
B_minus_A,D1,-0.4398111460644909,-0.29063403214547234,0.9967921301823808,-0.1795114642472973,-0.03409079557238637
C_minus_B,FlowDensity20,0.025625701950877655,0.6950328775640675,0.6017595554956587,-0.01698252968681524,0.02438781390669091
