label,n_days,mean_rank_ic,ic_std,icir_annualized,positive_ic_ratio,t_stat
size_industry,950,0.04168825681194284,0.05838167296521276,11.290344770209058,0.7694736842105263,22.008933711443426
raw,950,0.043161942336490663,0.0976305249424293,6.990131728813584,0.6957894736842105,13.626275280773989
