step,rank_ic,icir,ic_positive_ratio,n_days,is_frozen_window
MA10,0.04388641825534657,13.033398617843662,0.8084210526315789,950,False
MA20,0.04320898605038148,11.638892019348749,0.7705263157894737,950,True
MA30,0.04157197175905212,10.5052267091059,0.7494736842105263,950,False
MA60,0.03879239471029846,8.833432366444988,0.7178947368421053,950,False
