n_days,annual_return,sharpe,max_drawdown,calmar,positive_day_ratio,daily_alpha,annualized_alpha_linear,market_beta
950,0.09661473787537549,2.5298282058983963,-0.035040323527324606,2.757244458660174,0.5494736842105263,0.0003864589515015029,0.09661473787537574,0.9431836180191694
