variant,rank_ic,icir,gross_excess_sharpe,gross_excess_annual_return,gross_excess_mdd,net_excess_sharpe_15bp,net_excess_annual_return_15bp,daily_turnover,mean_selected_names,mean_universe_names,tradability_coverage,is_blocked_order_replay
unfiltered_c2c_lag1,0.04175167672124629,11.30712722811603,2.182421760523659,0.0890018872347645,-0.050406714261003675,-1.0787098305239347,-0.043922691405156804,0.3544655430397899,478.6203995793901,4781.724500525763,1.0,False
formation_filtered_c2c_lag1,0.04383767336453988,11.511640210438298,2.6850715303722046,0.10716083741676607,-0.048538117220305446,-0.7223417689964402,-0.028775910587357786,0.362497994677664,460.66982124079914,4602.22712933754,0.915539588914924,False
ex_post_execution_filtered_c2c_lag1,0.049229876428843786,13.049010770195995,5.11491401433262,0.19823587713428842,-0.039773934178438726,1.6208598668483454,0.06236555377529117,0.36232086229065946,460.01261829653,4595.531019978969,0.9149011858496874,False
next_open_o2o_lag2,0.03135008749937785,7.991866958943858,0.9524509281603794,0.04099990903059892,-0.06292871842366247,-2.206102328137548,-0.09497324841200158,0.3625950865136016,460.60357518401685,4601.564668769716,0.9155066669859182,False
