label,n_days,mean_rank_ic,ic_std,icir_annualized,positive_ic_ratio,t_stat,retention_vs_baseline
baseline_SI,950,0.04168825681194284,0.05838167296521276,11.290344770209058,0.7694736842105263,22.008933711443426,1.0
perp_same_day_return,950,0.04119414083146423,0.056668666674136836,11.493768860863497,0.7631578947368421,22.405480266721142,0.988147358074779
perp_vol20,950,0.01847821702551057,0.07087488319412877,4.1222821305725725,0.6221052631578947,8.03580723159436,0.443247533924636
perp_log_adv20,950,0.03050058815358164,0.059530402621001434,8.101014296352243,0.7073684210526315,15.791784066180524,0.7316350091386848
perp_prev_day_return,950,0.04151760793730554,0.05684127427278559,11.548844194950577,0.7642105263157895,22.512841857684823,0.9959065480860209
