universe,excess_sharpe,excess_annual_return,excess_max_drawdown,selected_count_mean,universe_count_mean,n_days
CSI300,1.197753385482896,0.08478150967620209,-0.11388660577833738,29.968454258675077,297.8086225026288,950
CSI500,1.7249516853534788,0.09466852114431579,-0.0654520337383495,49.78969505783386,493.3659305993691,950
CSI1000,1.4554640146258995,0.07446623154987674,-0.04926510796852977,98.29547844374343,978.4500525762355,950
