index,mean_daily_return
1,-0.0008707916202495722
2,-0.00010104629343191772
3,0.0004422573731500278
4,0.0006437144527267029
5,0.0007635596388044358
6,0.0007984676006091282
7,0.0008274848756649722
8,0.0009045949361867131
9,0.0008866308742703286
10,0.0006861460693292428
H-L,0.0015569376895788142
