horizon_days,rank_ic,abs_rank_ic
1,0.02588683107658382,0.02588683107658382
5,0.03773251434656868,0.03773251434656868
10,0.045501220901367885,0.045501220901367885
20,0.05729624973810168,0.05729624973810168
