index,mean_daily_return
1,0.00013893689072006296
2,0.00027184393126546824
3,0.00029846068316398
4,0.0003498427051575485
5,0.0004512139539523357
6,0.0005556304348152201
7,0.0007055453600790943
8,0.000791411957612499
9,0.000767938845074446
10,0.0006721435829870636
H-L,0.0005332066922670018
