index,mean_daily_return
1,6.038220762350413e-05
2,0.00035006665269005625
3,0.0003958336392181471
4,0.0004960299345537844
5,0.0005615375084356689
6,0.0005767081966370246
7,0.0005451701780805166
8,0.0006631045265324238
9,0.0007441810120760612
10,0.0007007818592750262
H-L,0.0006403996516515219
