horizon_days,rank_ic,abs_rank_ic
1,-0.04360228210433889,0.04360228210433889
5,-0.05742413157958557,0.05742413157958557
10,-0.05980839558487549,0.05980839558487549
20,-0.06417556623020673,0.06417556623020673
