mode,hl_construction,gross_sharpe,net_sharpe,gross_annu_ret,net_annu_ret,daily_turnover,cost_rt
raw_Q_low_minus_high,long_lowQ_short_highQ,1.6837011497517773,-0.9319279224363043,0.27438139083642005,-0.15228114474313506,1.1377667615454803,0.0015
si_z_low_minus_high,long_lowQ_short_highQ,2.3133116631124584,-1.333417618692362,0.26511864321413214,-0.15292026246460652,1.1147704151433044,0.0015
