mode,rank_ic,abs_rank_ic,icir,abs_icir,ic_pos_frac,n_days
raw,-0.04533758890337707,0.04533758890337707,-6.094560582069289,6.094560582069289,0.3181818181818182,726
size_industry,-0.03649496735570656,0.03649496735570656,-8.366980726472917,8.366980726472917,0.2865013774104683,726
