factor_name,dimension,role,rank_ic_mean,icir,hl_sharpe,hl_annu_ret,hl_avg_turnover,universe_ic_min,universe_ic_max,monotonicity_score,ic_positive_ratio
low_vol_liquidity_quality_60d,D1,base,0.05731178299356943,6.01345132487393,2.2614235987716547,0.43512161063512167,0.4821505489505085,0.04057566045998974,0.05731178299356943,0.8,0.6533700137551581
amount_stability_20d,,,0.040451683062007936,8.644711233691503,4.57769280444492,0.46536888303698054,0.6363371760888858,0.020602179826143083,0.040451683062007936,1.0,0.7228335625859698
relative_liquidity_strength_20d,,,-0.049658273239208954,-5.036579784889861,2.159788883337441,0.42137769131967057,0.17541115187933282,0.016058881051366547,0.049658273239208954,0.0,0.3624484181568088
liquidity_amount_residual_20d,,,0.030366643413338536,4.080700699522422,2.119153733604792,0.33931919535442906,0.6698403453426106,0.011669659334311525,0.030366643413338536,0.7,0.6210453920220083
amihud_shock_reversal_5d,,,0.03994616562270428,4.355900301565616,2.0645412567808084,0.41402306114681175,2.5493437763542297,0.023172062053153853,0.03994616562270428,0.9,0.6148555708390646
liquidity_shock_20d,,,0.041573417253014666,4.2107336518197265,2.573392827945009,0.5469550132764734,1.8503961454942521,0.022970116846860563,0.041573417253014666,0.7,0.6134800550206327
cn_cancel_shock,L2,enhancer,-0.006917805509869061,-1.7737199249218751,1.8881507230301877,0.16409438904041568,3.277758440141081,0.003907398036522043,0.008669911776779723,0.3,0.422283356258597
