Date,rank_ic
2020-01-03,0.11820281910978385
2020-01-06,-0.007780681865442
2020-01-07,0.1920962086430444
2020-01-08,-0.0168623225979569
2020-01-09,0.1884088954917995
2020-01-10,0.235794422190719
2020-01-13,-0.05005651554904004
2020-01-14,0.23670316313501813
2020-01-15,-0.11060266921841404
2020-01-16,0.010076534073567818
2020-01-17,-0.004727698684604426
2020-01-20,-0.0073673578914923415
2020-01-21,-0.07252945058846441
2020-01-22,-0.006265725373033021
2020-01-23,-0.042298014679754234
2020-02-03,-0.15652901051715032
2020-02-04,0.12220346596391038
2020-02-05,-0.12664300154221014
2020-02-06,-0.05482545232819708
2020-02-07,0.20688127246085106
2020-02-10,0.34065718602140094
2020-02-11,0.4285531172359415
2020-02-12,-0.13811808048258573
2020-02-13,-0.13216562989972336
2020-02-14,-0.045667605355643855
2020-02-17,0.0652999493517666
2020-02-18,0.038727182375850766
2020-02-19,0.012002990164822357
2020-02-20,-0.03595818312609607
2020-02-21,0.03637847747083044
2020-02-24,-0.17703590163485236
2020-02-25,-0.07935774508281682
2020-02-26,0.4220562594147213
2020-02-27,0.10133247480894396
2020-02-28,0.025587962701756645
2020-03-02,-0.027163355641408964
2020-03-03,0.18820313956396634
2020-03-04,-0.11671369292331699
2020-03-05,0.2049667931555754
2020-03-06,0.07919844728901886
2020-03-09,-0.24984845469141503
2020-03-10,0.22771003157285427
2020-03-11,-0.0755708437755734
2020-03-12,0.05435092762532212
2020-03-13,-0.08766094493420452
2020-03-16,0.1639926133011002
2020-03-17,-0.03120083962566474
2020-03-18,0.07551557136725805
2020-03-19,-0.060114001030436195
2020-03-20,0.09190939182324005
2020-03-23,-0.030354450231531632
2020-03-24,0.02660002510160003
2020-03-25,0.24644744235732566
2020-03-26,-0.02387631889420976
2020-03-27,0.025920122409458797
2020-03-30,-0.28777758892165534
2020-03-31,-0.16710366597860618
2020-04-01,0.30975758974126866
2020-04-02,0.3162990602838467
2020-04-03,0.007717669343409654
2020-04-07,0.05966640759336511
2020-04-08,0.11139349765784672
2020-04-09,0.1207264703731928
2020-04-10,0.18480308197560555
2020-04-13,-0.11201907950321498
2020-04-14,0.2599821845361862
2020-04-15,0.042837906252629225
2020-04-16,0.03893399872631961
2020-04-17,0.1884675425545729
2020-04-20,-0.11369559332892862
2020-04-21,-0.004964754080729552
2020-04-22,0.1455458660608395
2020-04-23,0.11728037092348442
2020-04-24,-0.039846094912479355
2020-04-27,0.02237798717815379
2020-04-28,-0.059997202781782416
2020-04-29,0.06106234560565766
2020-04-30,0.2484228704147984
2020-05-06,0.06645571347994533
2020-05-07,0.07173375437974548
2020-05-08,0.06177764554959037
2020-05-11,-0.030587467756151922
2020-05-12,0.029771337333661982
2020-05-13,0.05438665749311281
2020-05-14,0.025476576896158985
2020-05-15,0.04846954117839614
2020-05-18,0.0038169165058241474
2020-05-19,0.044297572054517544
2020-05-20,0.07857780718970941
2020-05-21,0.0703764378314564
2020-05-22,0.04665760201230707
2020-05-25,-0.025313418969258063
2020-05-26,0.1861205574816492
2020-05-27,-0.07889406965867711
2020-05-28,0.09850741081017955
2020-05-29,-0.02412473369894384
2020-06-01,0.27808920753043753
2020-06-02,0.14312528109991304
2020-06-03,0.13186133956839777
2020-06-04,0.023819189408290295
2020-06-05,0.11672974216284206
2020-06-08,0.05919833756445892
2020-06-09,0.17280216449984392
2020-06-10,0.0020318483568077888
2020-06-11,0.1268806508149298
2020-06-12,-0.03901741948523038
2020-06-15,-0.004359166296506293
2020-06-16,0.1992869251877986
2020-06-17,-0.012722506478608469
2020-06-18,0.34350955824616625
2020-06-19,0.23756135877968557
2020-06-22,0.010183902581939856
2020-06-23,-0.02859743316730738
2020-06-24,-0.020931819262867506
2020-06-29,-0.006251020720164379
2020-06-30,-0.010772188118966191
2020-07-01,0.18486222748877854
2020-07-02,0.2080821850202509
2020-07-03,0.0776538292656239
2020-07-06,-0.23540170353494336
2020-07-07,0.4290620753301282
2020-07-08,-0.22993292705535887
2020-07-09,0.1994115787479305
2020-07-10,0.23339570584471997
2020-07-13,0.11615734102245859
2020-07-14,0.172421234484138
2020-07-15,0.27102734539889817
2020-07-16,0.23359315936971287
2020-07-17,-0.1324505827831944
2020-07-20,0.05256218486082634
2020-07-21,0.1323578956225298
2020-07-22,0.10592147388962436
2020-07-23,-0.12178135808639191
2020-07-24,0.06428376871041165
2020-07-27,-0.08663489445414685
2020-07-28,0.1197093169609527
2020-07-29,0.19917514904535072
2020-07-30,-0.03276063548294302
2020-07-31,0.04186352213636263
2020-08-03,0.15416353629459054
2020-08-04,0.20016103685184589
2020-08-05,0.0259143157680612
2020-08-06,0.05093941457765704
2020-08-07,0.03397953735733249
2020-08-10,0.13323915787870283
2020-08-11,0.060507138743986104
2020-08-12,0.037595328252728745
2020-08-13,0.12806109738019464
2020-08-14,0.23571485252550714
2020-08-17,0.2306044330759236
2020-08-18,0.12976742280665898
2020-08-19,-0.12290037624622185
2020-08-20,0.1593541540288328
2020-08-21,0.008805883300246302
2020-08-24,0.10923224127448367
2020-08-25,-0.037101552772841544
2020-08-26,-0.020955746602338555
2020-08-27,-0.06572836482889699
2020-08-28,0.16121438255596715
2020-08-31,0.09882226476588886
2020-09-01,-0.21511078577661372
2020-09-02,-0.0400887972831547
2020-09-03,0.03763965246487558
2020-09-04,0.0181250783072834
2020-09-07,-0.21219846126663716
2020-09-08,-0.20230043129113257
2020-09-09,-0.006426543510977848
2020-09-10,0.32716565290991584
2020-09-11,0.18326614135132346
2020-09-14,0.0537455117148851
2020-09-15,0.17675010743716393
2020-09-16,-0.03554165272066889
2020-09-17,0.06925195244279084
2020-09-18,0.2842700390864945
2020-09-21,0.040349305519901735
2020-09-22,0.0552257267878593
2020-09-23,0.10224565601549768
2020-09-24,-0.06010184826459636
2020-09-25,0.006235759963868956
2020-09-28,0.09152968552988344
2020-09-29,0.10825782237242967
2020-09-30,0.005095389692568278
2020-10-09,0.08093651914544567
2020-10-12,0.07520344790758254
2020-10-13,-0.09804981445792338
2020-10-14,-0.0724794324798608
2020-10-15,0.11503044459248664
2020-10-16,0.024079708817573896
2020-10-19,0.06210821706823232
2020-10-20,0.03184422377161158
2020-10-21,-0.10410341971868477
2020-10-22,0.01376454753661044
2020-10-23,0.04833983686165291
2020-10-26,-0.029910042843093062
2020-10-27,0.15569027470359176
2020-10-28,-0.049966875808583576
2020-10-29,0.03777117026150649
2020-10-30,-0.07525845911637795
2020-11-02,-0.2530226015826933
2020-11-03,0.3444959088767002
2020-11-04,-0.11626324121217343
2020-11-05,0.1538023788427666
2020-11-06,-0.10137797140303133
2020-11-09,0.09053031795022815
2020-11-10,0.034213564330170566
2020-11-11,-0.051683902002827894
2020-11-12,-0.015675327771290402
2020-11-13,0.13635142399469602
2020-11-16,-0.208996164819623
2020-11-17,-0.05325757342575831
2020-11-18,0.02459395462116893
2020-11-19,0.29331733907931296
2020-11-20,0.04878395975803384
2020-11-23,-0.1524428594162406
2020-11-24,0.03542132439388416
2020-11-25,0.07432641082987482
2020-11-26,0.01867785691621445
2020-11-27,0.08600793144795592
2020-11-30,0.11233455810542052
2020-12-01,0.1540399823115306
2020-12-02,0.0802408420020522
2020-12-03,0.014883749260787357
2020-12-04,0.07816062741715012
2020-12-07,-0.07439163820684112
2020-12-08,0.06494878481208397
2020-12-09,0.013208431833004493
2020-12-10,-0.03275570473410504
2020-12-11,-0.06904016664482132
2020-12-14,-0.032941821050583096
2020-12-15,0.08140122865623849
2020-12-16,-0.18470126783223736
2020-12-17,0.231179399978232
2020-12-18,-0.058297991135495573
2020-12-21,-0.07106595857567506
2020-12-22,0.025960228909286016
2020-12-23,-0.21085482892657834
2020-12-24,-0.1994006107350455
2020-12-25,-0.05330247273208333
2020-12-28,-0.2009207031477345
2020-12-29,0.3762844525471258
2020-12-30,-0.05794804977585063
2020-12-31,0.12592394779937738
2021-01-04,0.06772578275013663
2021-01-05,-0.10445469196216406
2021-01-06,0.08971654350118334
2021-01-07,-0.3117925222427482
2021-01-08,0.22377989916415364
2021-01-11,-0.1729422918066419
2021-01-12,-0.06807842654551066
2021-01-13,-0.17586992729460646
2021-01-14,0.1805341685085876
2021-01-15,0.35587786325056514
2021-01-18,0.053628974891133156
2021-01-19,0.0286366580162245
2021-01-20,0.17773891818919818
2021-01-21,0.22355060953375702
2021-01-22,-0.10083217312909634
2021-01-25,-0.01450902286249961
2021-01-26,0.19839407834860912
2021-01-27,0.06914505853280795
2021-01-28,0.21058978040204124
2021-01-29,-0.0673463616270098
2021-02-01,-0.0070325945532605134
2021-02-02,0.16308419812551384
2021-02-03,-0.14739759431596589
2021-02-04,-0.12627499165828385
2021-02-05,0.09523239533908727
2021-02-08,-0.08011448216452237
2021-02-09,0.19740012599947548
2021-02-10,0.05495164825914785
2021-02-18,0.3014626172137606
2021-02-19,0.09751859554948346
2021-02-22,-0.2386028849408087
2021-02-23,0.11839895554041292
2021-02-24,-0.10878158916731738
2021-02-25,0.07850368859940239
2021-02-26,0.021363524918087122
2021-03-01,0.10987197987934474
2021-03-02,-0.014657857032341981
2021-03-03,0.2187264706325298
2021-03-04,-0.07796085087156963
2021-03-05,0.09747336022388312
2021-03-08,-0.09477774695657035
2021-03-09,-0.025292666485047684
2021-03-10,0.13134498289386487
2021-03-11,0.1860517887291371
2021-03-12,-0.0215309617734743
2021-03-15,-0.08258090668046576
2021-03-16,0.14585635827019597
2021-03-17,0.3574859876286899
2021-03-18,0.0678963056223028
2021-03-19,-0.004589904442459151
2021-03-22,0.05298697796012602
2021-03-23,0.05828291100407033
2021-03-24,-0.07044160138088716
2021-03-25,0.16563604012777206
2021-03-26,0.25569216425681474
2021-03-29,0.0678427312903928
2021-03-30,-0.027021349427981643
2021-03-31,0.24178833363192517
2021-04-01,0.008178849161482338
2021-04-02,0.14552469907046042
2021-04-06,0.24074239420259186
2021-04-07,0.09476877296389195
2021-04-08,0.12005506460391029
2021-04-09,-0.009107128576791863
2021-04-12,0.09040780379218477
2021-04-13,0.14457411878273704
2021-04-14,0.10657266539023566
2021-04-15,0.01869805533358626
2021-04-16,0.08831138945723456
2021-04-19,0.224903240524504
2021-04-20,0.04418054822460148
2021-04-21,-0.05918758527712266
2021-04-22,0.001006564921461964
2021-04-23,-0.03671123098756223
2021-04-26,0.042406421464168995
2021-04-27,-0.12791592315003766
2021-04-28,-0.0047613716226522175
2021-04-29,0.14607437161808162
2021-04-30,-0.2008487315414532
2021-05-06,0.04933859256516218
2021-05-07,0.07744129790123735
2021-05-10,-0.22485745941327195
2021-05-11,0.25625493708906416
2021-05-12,0.06079812555372938
2021-05-13,0.19901812189974047
2021-05-14,0.2627051345927114
2021-05-17,0.18969295964215854
2021-05-18,0.09077939308387724
2021-05-19,0.0003702632376291406
2021-05-20,-0.05476554911415315
2021-05-21,0.2782046557998166
2021-05-24,0.09017336302061454
2021-05-25,0.24073497680106418
2021-05-26,0.20814615636477352
2021-05-27,0.09673146296554064
2021-05-28,0.026666216662235284
2021-05-31,-0.1104406659333919
2021-06-01,0.10319717190958762
2021-06-02,0.03784347562292618
2021-06-03,0.19085107716309474
2021-06-04,0.043319968034616164
2021-06-07,-0.020182157113224606
2021-06-08,0.0916869512775684
2021-06-09,0.08050620727074029
2021-06-10,-0.04359452048314505
2021-06-11,0.13495190796453085
2021-06-15,-0.0997817846085274
2021-06-16,0.11271779316296412
2021-06-17,0.005489753783319272
2021-06-18,0.12806133652224416
2021-06-21,-0.013677384277509785
2021-06-22,0.23850176632313858
2021-06-23,0.023331902002909157
2021-06-24,0.10357240057457016
2021-06-25,0.2052232967029116
2021-06-28,0.10319991259182973
2021-06-29,-0.032637001413394845
2021-06-30,0.032044960411036084
2021-07-01,0.10552710502478672
2021-07-02,0.054905131057968064
2021-07-05,0.011202858426062275
2021-07-06,0.21295644859069168
2021-07-07,0.02890032235323251
2021-07-08,-0.025001863403978298
2021-07-09,-0.06022881802935874
2021-07-12,0.059281897674523354
2021-07-13,0.08167435290103486
2021-07-14,0.18025615825270788
2021-07-15,-0.0667916468918162
2021-07-16,0.030739610185179622
2021-07-19,-0.048382098121821294
2021-07-20,0.0741885845984428
2021-07-21,0.11201869560824079
2021-07-22,-0.02259228454118379
2021-07-23,-0.20586219395655064
2021-07-26,-0.19828951998641586
2021-07-27,0.18430126284114426
2021-07-28,0.12315372061611524
2021-07-29,-0.1711681760124117
2021-07-30,0.030264880148050434
2021-08-02,0.1773515346889779
2021-08-03,0.09451844801984054
2021-08-04,0.044801316651278754
2021-08-05,0.007022062042047751
2021-08-06,0.1130933561206795
2021-08-09,0.18802186678163688
2021-08-10,0.10031463008193181
2021-08-11,-0.0672791181387761
2021-08-12,0.14244822561758907
2021-08-13,-0.09314343676888194
2021-08-16,0.0944147993927341
2021-08-17,0.009174144101901602
2021-08-18,0.005538160646244258
2021-08-19,0.23146413187416837
2021-08-20,-0.008663476074364341
2021-08-23,0.20986555529222495
2021-08-24,0.08782716804458023
2021-08-25,0.05227635951191571
2021-08-26,-0.13166745572514327
2021-08-27,-0.0996937228980693
2021-08-30,-0.09293638972221477
2021-08-31,-0.083798215667378
2021-09-01,0.20573946595587628
2021-09-02,-0.11006269076505984
2021-09-03,0.1768264784676604
2021-09-06,0.1841948519593104
2021-09-07,0.09906757268960624
2021-09-08,-0.08191109883673296
2021-09-09,-0.046475988608098165
2021-09-10,0.20941554600157342
2021-09-13,-0.16024216295883073
2021-09-14,0.3233781104070679
2021-09-15,-0.057842167423932646
2021-09-16,0.059655835617033755
2021-09-17,0.007369277048770833
2021-09-22,-0.0518950093836737
2021-09-23,0.3010751878074358
2021-09-24,0.08868909832090104
2021-09-27,-0.16689560863178018
2021-09-28,0.18815353977119692
2021-09-29,-0.032097338501490776
2021-09-30,0.14030000337718718
2021-10-08,0.09919882252799428
2021-10-11,0.025621073751793084
2021-10-12,-0.25600160323088633
2021-10-13,0.0934581493469804
2021-10-14,0.14977138767599446
2021-10-15,0.023778174391125673
2021-10-18,0.13341008046586145
2021-10-19,0.05510418015924011
2021-10-20,-0.1261758450997928
2021-10-21,0.03602525943279298
2021-10-22,0.2002788498980074
2021-10-25,-0.08953190815626812
2021-10-26,0.046580730454079323
2021-10-27,-0.19295081085932833
2021-10-28,0.04787365826133477
2021-10-29,0.08249160592660948
2021-11-01,0.013940010036672789
2021-11-02,-0.20329141602339865
2021-11-03,0.20738470229624983
2021-11-04,-0.08443586250716265
2021-11-05,-0.12281391461790023
2021-11-08,0.1737537070132137
2021-11-09,0.07109884569522314
2021-11-10,-0.16382434841361918
2021-11-11,0.07104458735240848
2021-11-12,-0.09114725032849509
2021-11-15,0.04217255818786817
2021-11-16,0.06894895881508586
2021-11-17,0.1015270679554388
2021-11-18,0.2418131823303536
2021-11-19,0.16982401606704595
2021-11-22,0.07404166040651583
2021-11-23,0.07731453082251358
2021-11-24,0.1528131520382566
2021-11-25,0.14835966468482203
2021-11-26,0.091098729905788
2021-11-29,-0.03161337318872931
2021-11-30,0.18353406192851252
2021-12-01,0.2122564356240405
2021-12-02,0.05345355358650512
2021-12-03,0.11578626157245739
2021-12-06,-0.05255225697756803
2021-12-07,-0.1441082709081942
2021-12-08,0.2881280557317393
2021-12-09,-0.010644945203722098
2021-12-10,0.22074815966343003
2021-12-13,0.023865919861693646
2021-12-14,0.08176330788437138
2021-12-15,0.1762813732209482
2021-12-16,0.0636087430523585
2021-12-17,-0.06547259400170097
2021-12-20,-0.011021607675300072
2021-12-21,-0.013385114262069111
2021-12-22,0.23015330948316176
2021-12-23,0.16399756264906917
2021-12-24,-0.15898030870868904
2021-12-27,-0.015361203882418724
2021-12-28,0.334245119071458
2021-12-29,0.09534799126760496
2021-12-30,0.07240803895417962
2021-12-31,-0.002209562812408504
2022-01-04,-0.01140847283709802
2022-01-05,-0.1711472867847563
2022-01-06,0.12473732656245007
2022-01-07,-0.042116951399926564
2022-01-10,0.009156423632193012
2022-01-11,-0.06478194326257834
2022-01-12,0.3268381602165681
2022-01-13,-0.06612861625654905
2022-01-14,0.05578757679487273
2022-01-17,0.04779030963753608
2022-01-18,0.22276932859674742
2022-01-19,0.16045961123487568
2022-01-20,0.021238347341869086
2022-01-21,0.1028060852470612
2022-01-24,0.03015995030874018
2022-01-25,-0.10079046309937473
2022-01-26,0.11005776209700058
2022-01-27,0.0032105463444336885
2022-01-28,0.09388697571037177
2022-02-07,0.02695679281893729
2022-02-08,0.028032846057541732
2022-02-09,0.3248674837394823
2022-02-10,-0.32122791683905305
2022-02-11,-0.24717183119762112
2022-02-14,0.20796395739058576
2022-02-15,0.3527767039093583
2022-02-16,0.24679399653564926
2022-02-17,0.00539356994070657
2022-02-18,0.23221765814483877
2022-02-21,0.05851027107805787
2022-02-22,-0.14629409914285202
2022-02-23,0.20648332415615284
2022-02-24,-0.11467011197707767
2022-02-25,0.2241280274463353
2022-02-28,-0.012889494038385891
2022-03-01,0.22504108978783824
2022-03-02,0.12722935967563304
2022-03-03,-0.09761525439101729
2022-03-04,-0.020435037721205234
2022-03-07,-0.2398010553780993
2022-03-08,0.11315877338703413
2022-03-09,-0.052792003142199374
2022-03-10,0.1361320441298607
2022-03-11,0.15369971083091435
2022-03-14,-0.017938948172849037
2022-03-15,-0.1868639748234252
2022-03-16,0.005383312486494237
2022-03-17,0.1099256245546522
2022-03-18,0.2015502694599115
2022-03-21,-0.007024607917222327
2022-03-22,0.12161707578143587
2022-03-23,0.15562458049352032
2022-03-24,0.000827506390297216
2022-03-25,-0.07089760917706428
2022-03-28,0.01920990424151281
2022-03-29,-0.14814492363664122
2022-03-30,0.26014193563125054
2022-03-31,-0.08964429354599598
2022-04-01,-0.11408205740443404
2022-04-06,-0.04601931950865423
2022-04-07,-0.08990712181777438
2022-04-08,-0.2216373939588689
2022-04-11,-0.24743582363804348
2022-04-12,0.1345027401901369
2022-04-13,-0.05977940142634323
2022-04-14,-0.00827163357454789
2022-04-15,0.029527723216401888
2022-04-18,0.10688796088406473
2022-04-19,0.1827722173819725
2022-04-20,-0.026394043391308887
2022-04-21,-0.09731785758810249
2022-04-22,0.06764091334263
2022-04-25,-0.0873162763675379
2022-04-26,0.03817459380956859
2022-04-27,0.12141289282831703
2022-04-28,-0.06407528660002973
2022-04-29,0.19773651080214197
2022-05-05,0.05281951615738686
2022-05-06,-0.06639941321143139
2022-05-09,0.09051820833830417
2022-05-10,0.07040444114447882
2022-05-11,0.1789911357259455
2022-05-12,-0.0834556308443784
2022-05-13,0.19872297036478104
2022-05-16,0.16888809299537508
2022-05-17,-0.11976113052632381
2022-05-18,0.09771142488268356
