horizon_days,rank_ic,abs_rank_ic
1,0.03700974569753259,0.03700974569753259
5,0.044731260310171266,0.044731260310171266
10,0.04322099113772701,0.04322099113772701
20,0.046805608744477666,0.046805608744477666
