horizon_days,rank_ic,abs_rank_ic
1,0.04224403938432506,0.04224403938432506
5,0.06332420232073298,0.06332420232073298
10,0.07563625882653695,0.07563625882653695
20,0.0853455924814857,0.0853455924814857
