index,mean_daily_return
1,-0.0016197150890862784
2,0.00039750129709191967
3,0.0008808599357560883
4,0.0009191688044142794
5,0.0011723350375033947
6,0.0012999170761340045
7,0.001210151434552978
8,0.0011990912005606892
9,0.0012030432292527173
10,0.0013846908312411532
H-L,0.0030044059203274357
