horizon,gross_sharpe_proxy,net_sharpe_proxy,daily_turnover_proxy,net_sharpe_nonoverlap,net_annu_ret_nonoverlap,n_rebalances,rank_ic
1,1.6669779859627605,-0.9510890674442494,1.1393954278509002,-0.9510890674442494,-0.15548777804709066,727,-0.04526507990453602
5,2.817937995293996,1.553033015998354,0.22787908557018002,0.7840996216247113,0.11165540472760213,146,-0.051174217571529915
10,3.6975539248709595,2.799561007511506,0.11393954278509001,0.318621465059152,0.04714980584999643,73,-0.054876001610756606
20,4.431773973935227,3.7498890707436257,0.056969771392545006,0.21498519071338917,0.028210819544165162,37,-0.05754887623875092
