mode,gross_sharpe_tradable,net_sharpe_15bp,daily_turnover_hl,implied_annu_fee,annu_one_way_turnover
raw,2.876382514712573,0.9958788369800717,0.64709891384379,0.12133104634571062,67.33151587236978
size,4.032954565923707,1.5068526605473318,0.6517982388269535,0.12221216978005377,67.49264289898706
industry,3.524051646536273,1.163277212313254,0.6437016347305948,0.12069405651198652,67.40348801451822
size_industry,5.035432690979669,1.7189540950676885,0.6457686192234467,0.12108161610439627,67.30432404757384
