column,n,n_finite,pct_nan,mean,std,min,p01,p50,p99,max,mean_daily_cs_std,min_daily_cs_std
delta_alpha,97375,96768,0.006233632862644445,-0.003905476241938417,0.02289275306394345,-0.9035111804422321,-0.06317199136652901,-0.0029669919109189813,0.041037702201296135,0.35165419325179526,0.02055511379343363,0.016603648870199335
apm_stat,97375,96816,0.005740693196405688,-0.7897353572993131,1.2921842845884546,-27.12786920980035,-3.513520363288141,-0.7623508453574628,1.617504109001556,4.759976194458123,1.2657172184321854,1.085402253823511
