name,rank_ic,icir,n_days
Ret20,-0.04371805431119223,-4.058397395106998,726
M_high,-0.047572305268078374,-5.9656517320652895,726
M_low,0.0011678860454673468,0.16391962458926496,726
M (spread),-0.03769600067347499,-6.5826657398660435,726
