Date,1,2,3,4,5,6,7,8,9,10,H-L
2022-02-07,0.009368718854818613,0.012088695159671516,0.012923068398085071,0.012097320492191541,0.014538293796835897,0.01532468504624996,0.011168026331568262,0.013994199403064364,0.014407463610608618,0.016554345220886627,0.007185626366068013
2022-02-08,0.006097565658947144,0.008730348833416559,0.009367085199944244,0.010044720079566239,0.011940913800074912,0.012481289261252979,0.01443557627866397,0.015274319870570603,0.01625225107073743,0.016419334498375987,0.010321768839428843
2022-02-09,0.013956018852680514,0.011478620564387823,0.014393741596115816,0.013989973959218227,0.011776688646603653,0.013125761691651083,0.012718432348268159,0.011547404658808852,0.010985298588719125,0.011474285898050525,-0.0024817329546299883
2022-02-10,-0.005143916333029331,-0.005748250942395867,-0.007181590740294305,-0.005851618786685667,-0.0038470031609271235,-0.0054330948403901414,-0.003733901249438353,-0.00298163590460051,-0.0034677084650818197,-0.003364292209293578,0.0017796241237357526
2022-02-11,-0.019525472489036765,-0.023025528139003097,-0.021991123144663866,-0.0217617076169943,-0.0213487977682624,-0.02149548381855159,-0.022696350254553913,-0.020315721345405168,-0.019209788562789293,-0.021241752741520355,-0.0017162802524835902
2022-02-14,-0.0013953200809623417,-0.003421903556983597,-0.0016858025628803334,-0.0017167180987647003,0.0002406897775923644,-0.00030382161315821736,-0.001754228704962038,-0.00042280292508868947,-0.0020439736814155773,-0.0014414468615408767,-4.6126780578535035e-05
2022-02-15,0.005218456666957454,0.007986020940625938,0.00819382637140698,0.008982852862396088,0.004024890920707586,0.004766981311341932,0.005085933087388599,0.003509444914877446,0.0011769267042623594,0.0030086219875359145,-0.00220983467942154
2022-02-16,0.006402832629955634,0.008339990393707187,0.010711185137102577,0.012504301441164722,0.013175208437166894,0.010700421771398136,0.012203880822401914,0.012192507789049442,0.012973757055667964,0.01217135199493067,0.005768519364975035
2022-02-17,-0.0024720540799874876,0.0005387597289009,-0.00238715933267988,-0.0016828909481194333,-0.0030918890777074655,-0.003642848105170841,-0.0034074891953230534,-0.0029756251301587652,-0.0032212841495521927,-0.0037479784653861137,-0.001275924385398626
2022-02-18,0.005239004420911327,0.0030818043541655025,0.005394375719786737,0.006290382840179364,0.0061496376154440875,0.005892620977627043,0.008506933869973832,0.006601366922994781,0.007205880963106884,0.0067913049230944695,0.0015523005021831427
2022-02-21,0.011193068411052144,0.008468206243494416,0.011590674254617161,0.01070946162955201,0.011602122263161603,0.011646389323699926,0.012955257007199907,0.01046851598216339,0.012510530836848607,0.01049623041720696,-0.0006968379938451837
2022-02-22,-0.010866265440877338,-0.010212407437384816,-0.011638988535711266,-0.013154517496957886,-0.011897527415230365,-0.012448274670676388,-0.01340023535598301,-0.013435249390078294,-0.013264015327368778,-0.011804146024250726,-0.0009378805833733881
2022-02-23,0.01086776548581415,0.014646885254021844,0.01860361243311464,0.01639331543771118,0.016761726285520938,0.016231640760650465,0.014318439319769932,0.014474392180323144,0.016707180486594836,0.01853013703994664,0.007662371554132488
2022-02-24,-0.029160076269530856,-0.024789605796462572,-0.023442603615678306,-0.022836651291400376,-0.024295300348158445,-0.022778949274982335,-0.021619643779532932,-0.022976156138226796,-0.022531753773051853,-0.022494712527573783,0.006665363741957073
