Date,long_book_return,test_universe_ew_return,long_book_excess_return
2022-01-28,,,
2022-02-07,0.014573836168033122,0.014008673315659758,0.0005651628523733639
2022-02-08,0.016700109060952224,0.013429816841138462,0.003270292219813762
2022-02-09,0.011881950922733465,0.013983336146572305,-0.0021013852238388406
2022-02-10,-0.003023507308735344,-0.003577520745323038,0.0005540134365876938
2022-02-11,-0.021261432378812162,-0.020447697141369972,-0.0008137352374421904
2022-02-14,-0.0017169039423303677,2.0958549033465398e-05,-0.001737862491363833
2022-02-15,0.002841389693204066,0.005900371797587556,-0.0030589821043834897
2022-02-16,0.012161690508799389,0.01236541894173139,-0.00020372843293200125
2022-02-17,-0.004163825237179123,-0.0017924857787840823,-0.0023713394583950408
2022-02-18,0.007541223190764297,0.007066558216309584,0.0004746649744547136
2022-02-21,0.0124126732734296,0.012959045087068148,-0.0005463718136385493
2022-02-22,-0.011369831288577676,-0.011424807447076076,5.497615849840015e-05
2022-02-23,0.017903504919026637,0.016992145763203046,0.0009113591558235906
2022-02-24,-0.022279926988932674,-0.023143020917197787,0.0008630939282651129
2022-02-25,0.011261877394786679,0.01055094995565161,0.0007109274391350687
2022-02-28,-0.0010075662227743297,0.0006201948991919563,-0.001627761121966286
2022-03-01,0.006736247406171841,0.00806344533406461,-0.0013271979278927691
2022-03-02,0.0032461724614324832,0.0038587511378245344,-0.0006125786763920512
2022-03-03,-0.001562965518856221,-0.002696426148016996,0.0011334606291607749
2022-03-04,-0.008743348649440002,-0.011050417703721695,0.002307069054281694
2022-03-07,-0.014397420046378208,-0.015657514878741747,0.001260094832363539
2022-03-08,-0.028434264180734907,-0.03171879395228345,0.0032845297715485416
2022-03-09,-0.01800492287722477,-0.014186095455919862,-0.0038188274213049097
2022-03-10,0.016627509643854156,0.01762868966400548,-0.0010011800201513224
2022-03-11,0.006847268331328111,0.007508682194924665,-0.0006614138635965541
2022-03-14,-0.02572746674330843,-0.026822905601928355,0.0010954388586199258
2022-03-15,-0.05064553908292676,-0.05100126955443059,0.0003557304715038276
2022-03-16,0.02789911097808494,0.03050835249857642,-0.002609241520491478
2022-03-17,0.018314282174006984,0.019103446873682286,-0.0007891646996753023
2022-03-18,0.014595891571405225,0.01321586721275723,0.0013800243586479955
2022-03-21,0.013460702038543564,0.012726125229667025,0.0007345768088765393
2022-03-22,0.002484867064601243,-0.0020180315713587446,0.004502898635959988
2022-03-23,0.0029658248084048476,0.003440267980194753,-0.0004744431717899054
2022-03-24,-0.0108129136975176,-0.01177360494224003,0.0009606912447224312
2022-03-25,-0.00230408918089199,-0.004527788694575271,0.0022236995136832812
2022-03-28,-0.0027053128917235983,-0.003938269863978708,0.00123295697225511
2022-03-29,-0.01070481542332619,-0.00908778589956473,-0.0016170295237614603
2022-03-30,0.014340969626970363,0.01666723725853475,-0.0023262676315643875
2022-03-31,0.0018392943471485224,-0.0021635323360525037,0.004002826683201026
2022-04-01,-0.0005640037744102515,-0.001439238710706327,0.0008752349362960754
2022-04-06,0.01710123825210648,0.009467887731657805,0.007633350520448674
2022-04-07,-0.021298492208282727,-0.022823222586111126,0.001524730377828399
2022-04-08,-0.006378000590264398,-0.00662535674886329,0.0002473561585988916
2022-04-11,-0.027757157122421463,-0.029352449007728584,0.0015952918853071214
2022-04-12,0.018480354372833647,0.01767967688536113,0.0008006774874725169
2022-04-13,-0.015250274877068783,-0.019528436117237674,0.004278161240168891
2022-04-14,0.006704317463294698,0.009194011186072088,-0.0024896937227773903
2022-04-15,-0.015872341411490205,-0.016507337138742553,0.0006349957272523479
2022-04-18,0.009205781901218457,0.008078108481371424,0.001127673419847033
2022-04-19,0.004716163342297794,0.004369692089802125,0.00034647125249566944
2022-04-20,-0.005690939927081956,-0.009861524522548086,0.00417058459546613
2022-04-21,-0.033862328260686435,-0.03754882101297715,0.0036864927522907154
2022-04-22,-0.005102995482253516,-0.008850972961862134,0.003747977479608618
2022-04-25,-0.07346005353026745,-0.07577689510189307,0.002316841571625622
2022-04-26,-0.03387792847765785,-0.03431476126985953,0.00043683279220167737
2022-04-27,0.025474626909517236,0.032033921214785294,-0.006559294305268058
2022-04-28,-0.013862300235934141,-0.016217241357300082,0.002354941121365941
2022-04-29,0.04430934264266041,0.04543941585203969,-0.00113007320937928
2022-05-05,0.017357643225145544,0.017573766445724878,-0.00021612322057933467
2022-05-06,-0.008596296683387735,-0.010829601936138984,0.0022333052527512484
2022-05-09,0.016983310926815706,0.016130129409459383,0.0008531815173563224
2022-05-10,0.014887595723889093,0.01733100654767992,-0.0024434108237908255
2022-05-11,0.002511941081667093,0.0038306764615827467,-0.0013187353799156538
2022-05-12,0.00961493575485354,0.00850964771329354,0.0011052880415600014
2022-05-13,0.005897603705631047,0.0071140894996996155,-0.0012164857940685685
2022-05-16,0.0007962187154095224,0.0020022481892731795,-0.001206029473863657
2022-05-17,-0.0021636972041756417,-0.0005407973038498923,-0.0016228999003257494
2022-05-18,0.008127413564511935,0.0070262883710370694,0.001101125193474866
2022-05-19,0.006641594093811705,0.007088379071457782,-0.00044678497764607736
2022-05-20,0.010879435113020832,0.012206753916254101,-0.001327318803233269
2022-05-23,0.015533308650419126,0.013648807474310442,0.0018845011761086834
2022-05-24,-0.04242316813107162,-0.04223266641564568,-0.00019050171542594335
2022-05-25,0.02036983672045597,0.02009112786359887,0.00027870885685710167
2022-05-26,0.005426170493946607,0.005208674631829661,0.00021749586211694625
2022-05-27,0.0004853262612330675,0.0008867540196659488,-0.00040142775843288127
2022-05-30,0.013846519865493219,0.010264330237852335,0.0035821896276408832
2022-05-31,0.01731286259724861,0.012925147700927812,0.004387714896320798
2022-06-01,0.01269914094845997,0.0076094224670457695,0.0050897184814142
2022-06-02,0.019762544106212657,0.011667488359824523,0.008095055746388134
2022-06-06,0.02113465861058446,0.0182154358628878,0.002919222747696657
2022-06-07,-0.006573866713770664,-0.004911845995582925,-0.0016620207181877395
2022-06-08,-0.004167470042899755,-0.0019091083657563552,-0.0022583616771434
2022-06-09,-0.020437319601722875,-0.019253322916331077,-0.0011839966853917985
2022-06-10,0.015766759391624384,0.017737598021564906,-0.0019708386299405224
2022-06-13,0.002272667941044329,0.0040101827891183,-0.0017375148480739712
2022-06-14,-0.0018389463617580913,0.00042852214632172576,-0.002267468508079817
2022-06-15,-0.0013444154037736608,-0.0007920860809563133,-0.0005523293228173476
2022-06-16,0.00859997888723298,0.00841946783723749,0.0001805110499954899
2022-06-17,0.006874085529826565,0.005076318617131116,0.0017977669126954489
2022-06-20,0.00945666127309467,0.011625617192549042,-0.002168955919454372
2022-06-21,-0.0059931733855155805,-0.003967411938469219,-0.002025761447046362
2022-06-22,-0.013101855127972808,-0.012887284757367381,-0.0002145703706054273
2022-06-23,0.021792653425991456,0.01977618514682429,0.0020164682791671655
2022-06-24,0.01344111878225949,0.01121396958147449,0.002227149200784999
2022-06-27,0.006148518456923493,0.008187907031306379,-0.0020393885743828855
2022-06-28,0.010993006538394391,0.014207672630709316,-0.0032146660923149245
2022-06-29,-0.02206670445974451,-0.020946899414566036,-0.0011198050451784736
2022-06-30,0.007846236435057316,0.009277839236612061,-0.001431602801554745
2022-07-01,-9.106560008802927e-05,-0.00152169873654248,0.0014306331364544508
2022-07-04,0.006824713366154948,0.006869858851581416,-4.514548542646803e-05
2022-07-05,-0.008181346734422959,-0.008230223764294825,4.887702987186639e-05
2022-07-06,-0.006310225720811249,-0.008323532186949839,0.00201330646613859
