factor,period,universe,mode,rank_ic,annu_ic,icir,hl_annu_ret,hl_sharpe,hl_mdd,daily_turnover,implied_annu_fee,net_sharpe,monotonicity,direction
IdealAmplitude,cutting_v1_harvest,ALL,raw,-0.0378309714962688,-0.5981601801255886,-7.660069086011271,0.4007350716696997,3.438039594896677,,,,,0.1111111111111111,-1
IdealAmplitude,cutting_v1_harvest,ALL,size,-0.0522824306107959,-0.8266578116991165,-8.211384005730197,0.4007350716696997,3.438039594896677,,,,,0.1111111111111111,-1
IdealAmplitude,cutting_v1_harvest,ALL,industry,-0.0499429938481729,-0.7896680686400197,-8.621647573325786,0.4007350716696997,3.438039594896677,,,,,0.1111111111111111,-1
IdealAmplitude,cutting_v1_harvest,ALL,size_industry,-0.0474782763592186,-0.7506974633702873,-9.968679921394369,0.4007350716696997,3.438039594896677,,,,,0.1111111111111111,-1
IdealAmplitude,last_252d,ALL,execution_best,0.06459656305915762,1.0213613414281606,10.864115246000273,0.6174782815699834,4.663083675044738,-0.050350388730142505,0.4460525049181517,0.08363484467215343,3.399596017061248,0.1111111111111111,-1
