horizon_days,rank_ic,abs_rank_ic
1,0.00028994803533936663,0.00028994803533936663
5,0.0028517087102113577,0.0028517087102113577
10,0.0038831815789143846,0.0038831815789143846
20,0.010277159442160145,0.010277159442160145
