horizon_days,rank_ic,abs_rank_ic
1,0.03661011599038478,0.03661011599038478
5,0.047846522136561535,0.047846522136561535
10,0.04097911658955907,0.04097911658955907
20,0.04964181496853145,0.04964181496853145
