index,mean_daily_return
1,-0.001873534507928098
2,0.0003098429455510755
3,0.0006501495179274232
4,0.0008084305739536096
5,0.0009098880793757924
6,0.0009851747966804084
7,0.0009594220346979362
8,0.0010057038193459719
9,0.0009099379380683283
10,0.00031428554517779264
H-L,0.002187820053105894
