horizon_days,rank_ic,abs_rank_ic
1,0.029261757902659162,0.029261757902659162
5,0.03403633065543807,0.03403633065543807
10,0.031367256238420155,0.031367256238420155
20,0.03429211383216781,0.03429211383216781
