horizon_days,rank_ic,abs_rank_ic
1,-0.01197121359486846,0.01197121359486846
5,-0.026150668985212486,0.026150668985212486
10,-0.03437652386198534,0.03437652386198534
20,-0.04003465827885251,0.04003465827885251
