,rank_ic
2023-11-01,0.06852585712511695
2023-11-02,0.16332292689087366
2023-11-03,-0.27861153985860787
2023-11-06,-0.3474894770736316
2023-11-07,0.054821423579879486
2023-11-08,-0.1482064630688191
2023-11-09,-0.12200157179014048
2023-11-10,0.1832677198379206
2023-11-13,-0.04467673819096088
2023-11-14,-0.12093434924073104
2023-11-15,-0.08595022482868946
2023-11-16,0.2582314710204143
2023-11-17,-0.015135514955191935
2023-11-20,-0.06757247504336382
2023-11-21,-0.027765065821781516
2023-11-22,0.1420693581954161
2023-11-23,0.05331163304993019
2023-11-24,0.18807603122470884
2023-11-27,0.11365688612418177
2023-11-28,-0.013998160920042154
2023-11-29,0.1593734824171984
2023-11-30,0.06328019795295901
2023-12-01,-0.0897329393299072
2023-12-04,0.13686002669810865
2023-12-05,0.16292337323348594
2023-12-06,-0.06861330323051232
2023-12-07,0.00807091285163619
2023-12-08,-0.1920506466017974
2023-12-11,0.0916678323798865
2023-12-12,0.12718915291463004
2023-12-13,0.2490761164979561
2023-12-14,0.06814025737871933
2023-12-15,-0.040294261853016176
2023-12-18,0.23338220920801026
2023-12-19,-0.07380392902736096
2023-12-20,0.159558274342235
2023-12-21,-0.18765304895964563
2023-12-22,-0.05624036416528419
2023-12-25,0.011967039996840848
2023-12-26,0.08003072143932326
2023-12-27,0.1624866826352576
2023-12-28,-0.45561072041112366
2023-12-29,0.05532284627550298
2024-01-02,0.2949736299906547
2024-01-03,0.07711401655811084
2024-01-04,0.273480647237339
2024-01-05,0.1498631076131928
2024-01-08,0.20312853870352424
2024-01-09,0.10234441124311003
2024-01-10,-0.024458113144627085
2024-01-11,-0.33024394486546144
2024-01-12,0.13331195105308932
2024-01-15,0.21827557162877248
2024-01-16,0.059409187788414926
2024-01-17,0.32957798906623076
2024-01-18,-0.29527768233511664
2024-01-19,0.07361165798461927
2024-01-22,0.08693173871308299
2024-01-23,-0.16971347924257718
2024-01-24,0.2588261569061788
2024-01-25,-0.07034564634746097
2024-01-26,0.35685624862775456
2024-01-29,0.21319467078333923
2024-01-30,0.18250605844843676
2024-01-31,0.26659058290594706
2024-02-01,-0.1726011943440265
2024-02-02,0.31799439035384985
2024-02-05,0.3285506380471921
2024-02-06,0.013524595516031003
2024-02-07,0.29152384169117035
2024-02-08,-0.6089856648388224
2024-02-19,-0.3892040213446779
2024-02-20,-0.22943282905573692
2024-02-21,-0.36300835654555
2024-02-22,-0.4089715290284183
2024-02-23,-0.44324273373419926
2024-02-26,-0.2733011758306818
2024-02-27,-0.36377309974591415
2024-02-28,0.35948871219062806
2024-02-29,-0.3539061145536698
2024-03-01,-0.2299345176513614
2024-03-04,0.09450135396864155
2024-03-05,0.32350551077128015
2024-03-06,-0.12348835685230397
2024-03-07,0.16859969295681138
2024-03-08,-0.029826228701277477
2024-03-11,-0.3210892915177024
2024-03-12,-0.35540183649593227
2024-03-13,-0.05891457883356289
2024-03-14,0.19040626328097926
2024-03-15,-0.030518882001029927
2024-03-18,-0.22270737486751602
2024-03-19,-0.1425612273612054
2024-03-20,-0.24246800428001405
2024-03-21,0.10208433437978041
2024-03-22,0.24069164288059872
2024-03-25,0.29556928484817363
2024-03-26,0.05362502446665968
2024-03-27,0.3292421744719794
2024-03-28,-0.23121963356453454
2024-03-29,0.1349213744994077
2024-04-01,-0.29476609184255975
2024-04-02,0.1465597188925924
2024-04-03,0.29391761318962206
2024-04-08,0.3781135409899344
2024-04-09,-0.3492532159191866
2024-04-10,0.39693248355273525
2024-04-11,0.148049385677583
2024-04-12,0.2278109036321099
2024-04-15,0.31446822949606523
2024-04-16,0.3881785122243914
2024-04-17,-0.48349900087860764
2024-04-18,0.15361358105016246
2024-04-19,0.35218259170222227
2024-04-22,-0.11160999752476988
2024-04-23,-0.4192909793114142
2024-04-24,-0.211585900657982
2024-04-25,-0.06846385881702324
2024-04-26,-0.20173134896238865
2024-04-29,-0.42157053206442613
2024-04-30,0.14634512381751397
2024-05-06,-0.03308176033162248
2024-05-07,-0.20042708187403263
2024-05-08,0.2603285910189252
2024-05-09,-0.154433599019267
2024-05-10,0.3527096868829603
2024-05-13,0.4184022429055325
2024-05-14,-0.19240442953327408
2024-05-15,0.002903407099656669
2024-05-16,-0.2729290015973113
2024-05-17,-0.1925028211378488
2024-05-20,0.08145851064856914
2024-05-21,0.16525989577854722
2024-05-22,-0.39518416500450887
2024-05-23,0.16685386200221564
2024-05-24,0.2954291503694084
2024-05-27,0.14681106198768462
2024-05-28,0.09908823295458098
