,cum_hl
2025-05-07,0.6449805621176438
2025-05-08,0.658318157638803
2025-05-09,0.649484148011777
2025-05-12,0.6595984056772562
2025-05-13,0.6595870777823585
2025-05-14,0.6649401589104843
2025-05-15,0.6573118569394096
2025-05-16,0.6511079348948293
2025-05-19,0.6557797355220184
2025-05-20,0.660324301479112
2025-05-21,0.6559564583388565
2025-05-22,0.6523693648441418
2025-05-23,0.644058404108619
2025-05-26,0.6559290710725804
2025-05-27,0.6478474744460929
2025-05-28,0.6417976106606854
2025-05-29,0.6563201471136726
2025-05-30,0.6498288017477468
2025-06-03,0.640956559469251
2025-06-04,0.6482705317087099
2025-06-05,0.6658385377423893
2025-06-06,0.6660156926001192
2025-06-09,0.668003710741964
2025-06-10,0.6617105216267823
2025-06-11,0.6708902594313146
2025-06-12,0.6665885297170837
2025-06-13,0.6589756810594518
2025-06-16,0.665476232282938
2025-06-17,0.6725982820945884
2025-06-18,0.6758733668775911
2025-06-19,0.6825297514387548
2025-06-20,0.6829324240453709
2025-06-23,0.6856023510768675
2025-06-24,0.7054475852218242
2025-06-25,0.7152353302177502
2025-06-26,0.710844330480687
2025-06-27,0.7139185371031681
2025-06-30,0.7134119327567496
2025-07-01,0.7045326041572236
2025-07-02,0.70618152363481
2025-07-03,0.7042002599893185
2025-07-04,0.7005772511248928
2025-07-07,0.6941727639164286
2025-07-08,0.7043834968593344
2025-07-09,0.7011974856261355
2025-07-10,0.7053559398434135
2025-07-11,0.712996161958215
2025-07-14,0.7081766910610069
2025-07-15,0.7098748299713356
2025-07-16,0.715957560736301
2025-07-17,0.7169275327738311
2025-07-18,0.7128892579124713
2025-07-21,0.7128407212612895
2025-07-22,0.7108451566844819
2025-07-23,0.71013415741103
2025-07-24,0.7148904523245808
2025-07-25,0.7147684601741351
2025-07-28,0.7032719309876951
2025-07-29,0.699143544891539
2025-07-30,0.69834060185862
2025-07-31,0.6967520219933464
2025-08-01,0.6962281823651184
2025-08-04,0.6902404264415708
2025-08-05,0.6942229177999799
2025-08-06,0.6944897896442007
2025-08-07,0.6976647656674602
2025-08-08,0.6870643995527365
2025-08-11,0.6877792784874932
2025-08-12,0.6899596352986593
2025-08-13,0.6888346524092993
2025-08-14,0.6938583712713094
2025-08-15,0.6907279179032567
2025-08-18,0.6938180051087084
2025-08-19,0.7014044737553808
2025-08-20,0.7060854670502225
2025-08-21,0.7143480874849288
2025-08-22,0.7181662575831158
2025-08-25,0.7151933682060952
2025-08-26,0.718625107413002
2025-08-27,0.7189178049574079
2025-08-28,0.7078227307159802
2025-08-29,0.7034287380940012
2025-09-01,0.6997830647169575
2025-09-02,0.715810836693113
2025-09-03,0.7090259922786762
2025-09-04,0.7310009199317697
2025-09-05,0.7231428306183325
2025-09-08,0.7184404501035996
2025-09-09,0.7125322576000248
2025-09-10,0.722567104822056
2025-09-11,0.7252891639593626
2025-09-12,0.7288849299425296
2025-09-15,0.7276512204802805
2025-09-16,0.732297065758894
2025-09-17,0.7256953444553178
2025-09-18,0.7223589889903612
2025-09-19,0.7246360030517129
