horizon_days,rank_ic,abs_rank_ic
1,0.03507566245676034,0.03507566245676034
5,0.045989221889665324,0.045989221889665324
10,0.04148781814654956,0.04148781814654956
20,0.04926689203964594,0.04926689203964594
