label,IC,ICIR,gross_Sharpe,annu_TO_1way,net_Sharpe,feasible,n_stress_days
C2_D1_0.60,0.05483580377800814,5.732531632016892,1.9830068652326744,66.22355328286488,0.6724075983977743,True,
C6_D1_0.60_state_mod,0.05320150910826009,5.570810179435128,1.895706578523825,67.53505208692663,0.5552876508342032,True,191.0
