horizon_days,rank_ic,abs_rank_ic
1,0.050446216529571715,0.050446216529571715
5,0.07079723331004216,0.07079723331004216
10,0.08107588695716754,0.08107588695716754
20,0.09286938314988419,0.09286938314988419
