mode,hl_construction,gross_sharpe,net_sharpe,gross_annu_ret,net_annu_ret,daily_turnover,cost_rt
raw_apm_cs,long_high_short_low,3.2840311557435697,0.9171065369980346,0.38815377963138215,0.10838363058677516,0.7460537307856198,0.0015
si_z_apm_cs,long_high_short_low,4.08496673521683,0.6639380300543731,0.3323835068194576,0.0539316789634046,0.7425382076161421,0.0015
