horizon_days,rank_ic,abs_rank_ic
1,0.03319581388546776,0.03319581388546776
5,0.045118150688504464,0.045118150688504464
10,0.04917591740624013,0.04917591740624013
20,0.0503179636611076,0.0503179636611076
