Date,cum_hl
2020-01-03,0.0050186976482231895
2020-01-06,0.0007797909648221586
2020-01-07,0.009258302454790975
2020-01-08,0.005293252572608554
2020-01-09,0.021287638370496555
2020-01-10,0.03354290030473383
2020-01-13,0.0353870345865465
2020-01-14,0.0368308078380344
2020-01-15,0.043589228265448476
2020-01-16,0.043353928656442116
2020-01-17,0.04413965608659335
2020-01-20,0.0499300009320267
2020-01-21,0.05346303776074654
2020-01-22,0.06730370652605712
2020-01-23,0.05384959575905232
2020-02-03,0.022788713950017386
2020-02-04,0.05868670165594571
2020-02-05,0.041362312429464726
2020-02-06,0.04332535302077718
2020-02-07,0.059752525628725774
2020-02-10,0.08115089291846242
2020-02-11,0.09559701295757153
2020-02-12,0.09575716639379656
2020-02-13,0.10174137210185806
2020-02-14,0.11008699805698013
2020-02-17,0.11669561353465108
2020-02-18,0.11347548589429872
2020-02-19,0.13090140338664275
2020-02-20,0.13836534695679437
2020-02-21,0.13846330806024984
2020-02-24,0.1288416244931934
2020-02-25,0.11083431077014963
2020-02-26,0.13132893790635622
2020-02-27,0.14112713377248795
2020-02-28,0.1496463571377795
2020-03-02,0.1385105442131234
2020-03-03,0.14115148351755064
2020-03-04,0.14859541877447807
2020-03-05,0.15620049246704165
2020-03-06,0.16003430817239891
2020-03-09,0.15942456955443068
2020-03-10,0.16194114150191788
2020-03-11,0.1683592809876008
2020-03-12,0.16460134977558374
2020-03-13,0.1678585106181532
2020-03-16,0.17090240316142002
2020-03-17,0.17075515791085827
2020-03-18,0.17410728019723337
2020-03-19,0.16749238092182375
2020-03-20,0.17061034313934323
2020-03-23,0.1810677533786537
2020-03-24,0.18711400856085672
2020-03-25,0.1893267329544269
2020-03-26,0.19768342596686622
2020-03-27,0.19777463567722955
2020-03-30,0.1924240555355683
2020-03-31,0.2002794035032127
2020-04-01,0.20758964744893318
2020-04-02,0.21565304974495286
2020-04-03,0.21209140371220603
2020-04-07,0.21258294575168052
2020-04-08,0.207102193124555
2020-04-09,0.2097448059823666
2020-04-10,0.21119053352522182
2020-04-13,0.2141339463086944
2020-04-14,0.22083066713794652
2020-04-15,0.2297634392765577
2020-04-16,0.23536201864991674
2020-04-17,0.24564966228590443
2020-04-20,0.2453261436776451
2020-04-21,0.24106176085940073
2020-04-22,0.2435301580399311
2020-04-23,0.24017441623171973
2020-04-24,0.24761297421055528
2020-04-27,0.25378762377209674
2020-04-28,0.2655966256750875
2020-04-29,0.2736317063082576
2020-04-30,0.28757833393511906
2020-05-06,0.29064120101538615
2020-05-07,0.29037215928961524
2020-05-08,0.2971880645237456
2020-05-11,0.29474117282488616
2020-05-12,0.29773237674182773
2020-05-13,0.29666805967465154
2020-05-14,0.29581425369762643
2020-05-15,0.29797695713133854
2020-05-18,0.30152214211169887
2020-05-19,0.3041155576201564
2020-05-20,0.3029477346585062
2020-05-21,0.300480557664486
2020-05-22,0.30270124685217925
2020-05-25,0.3077529366467476
2020-05-26,0.3153835839628671
2020-05-27,0.3111335795949102
2020-05-28,0.31713199167779477
2020-05-29,0.32593990602214806
2020-06-01,0.32954707273399925
2020-06-02,0.3262438895065452
2020-06-03,0.33010055606468325
2020-06-04,0.33792523026483223
2020-06-05,0.3481030437533741
2020-06-08,0.35201756191888667
2020-06-09,0.3631642127998172
2020-06-10,0.3695594729686129
2020-06-11,0.3716279229077763
2020-06-12,0.37523103487992027
2020-06-15,0.3790398535129925
2020-06-16,0.3855350212084904
2020-06-17,0.3882416435053713
2020-06-18,0.39763055512013085
2020-06-19,0.4052780496822901
2020-06-22,0.41118024883109777
2020-06-23,0.4167933898027561
2020-06-24,0.42522765887561315
2020-06-29,0.4245879027861146
2020-06-30,0.4272267233414617
2020-07-01,0.4299468204353006
2020-07-02,0.4307943260249205
2020-07-03,0.43098692022947893
2020-07-06,0.41650886970644213
2020-07-07,0.44181987779522525
2020-07-08,0.4325402714631027
2020-07-09,0.44662281276433496
2020-07-10,0.4731501829665239
2020-07-13,0.48892937725412133
2020-07-14,0.48150021596421594
2020-07-15,0.49282772892544624
2020-07-16,0.4728096873543234
2020-07-17,0.4781285348765636
2020-07-20,0.45891310458697104
2020-07-21,0.47969231357114
2020-07-22,0.48753943851773995
2020-07-23,0.4923081358900774
2020-07-24,0.4750817919489055
2020-07-27,0.4824350226609729
2020-07-28,0.4905698088529129
2020-07-29,0.49826536160503593
2020-07-30,0.4992213323640691
2020-07-31,0.5052510580562536
2020-08-03,0.500133817283002
2020-08-04,0.5026377790388881
2020-08-05,0.5142143324894488
2020-08-06,0.5197687363376625
2020-08-07,0.5227726813500564
2020-08-10,0.5229060478137842
2020-08-11,0.5274625342766397
2020-08-12,0.5178637991755937
2020-08-13,0.5258830901612619
2020-08-14,0.5389392147299313
2020-08-17,0.5404286298934521
2020-08-18,0.5375932827797403
2020-08-19,0.5435626394465822
2020-08-20,0.5494407966009859
2020-08-21,0.5568842087649559
2020-08-24,0.5678518121026945
2020-08-25,0.5685368166084488
2020-08-26,0.5738926351677847
2020-08-27,0.5766493932142093
2020-08-28,0.5909481286658975
2020-08-31,0.58964835293371
2020-09-01,0.5799591031947059
2020-09-02,0.5753806107462609
2020-09-03,0.5800874922562471
2020-09-04,0.5694860923685412
2020-09-07,0.5507526936283399
2020-09-08,0.5341909423271683
2020-09-09,0.5412681690634165
2020-09-10,0.5841566091397761
2020-09-11,0.5849171690432526
2020-09-14,0.5690960691780457
2020-09-15,0.5788170747396613
2020-09-16,0.5688866248036044
2020-09-17,0.5717016625762452
2020-09-18,0.5803760830109396
2020-09-21,0.5772988074557623
2020-09-22,0.5798760870023233
2020-09-23,0.5813703091985852
2020-09-24,0.5843343257975793
2020-09-25,0.5905162487733944
2020-09-28,0.5974963976926151
2020-09-29,0.6018414839549951
2020-09-30,0.6058779696493818
2020-10-09,0.6022784546901915
2020-10-12,0.6013139063341705
2020-10-13,0.6034131981111127
2020-10-14,0.6034763086587903
2020-10-15,0.6056842130391096
2020-10-16,0.6008997069750368
2020-10-19,0.5967529126523501
2020-10-20,0.5980639323642936
2020-10-21,0.5992067334141732
2020-10-22,0.599728551838462
2020-10-23,0.6012922002601746
2020-10-26,0.5998178270439694
2020-10-27,0.6094212023633865
2020-10-28,0.6080064563434208
2020-10-29,0.6104639397227176
2020-10-30,0.6108765940024663
2020-11-02,0.5976649407898947
2020-11-03,0.6057844926741974
2020-11-04,0.6067540400895817
2020-11-05,0.6038037515739357
2020-11-06,0.6057680343417322
2020-11-09,0.603710745543758
2020-11-10,0.6102860970538494
2020-11-11,0.6100935790522873
2020-11-12,0.6092872412222285
2020-11-13,0.6123812043941613
2020-11-16,0.6070385912670032
2020-11-17,0.6040821974652263
2020-11-18,0.5981192350434953
2020-11-19,0.6111559074103937
2020-11-20,0.610578146568036
2020-11-23,0.6095436116957657
2020-11-24,0.6119963444127975
2020-11-25,0.6142936705694285
2020-11-26,0.6151282506965594
2020-11-27,0.6252514184470128
2020-11-30,0.626651334772697
2020-12-01,0.6307229727051363
2020-12-02,0.6342198411107147
2020-12-03,0.6400065927209861
2020-12-04,0.6427190233661901
2020-12-07,0.6418867365360972
2020-12-08,0.6434547598556342
2020-12-09,0.641730961502895
2020-12-10,0.6461492918073072
2020-12-11,0.641577772713824
2020-12-14,0.6501186874547573
2020-12-15,0.6572586818818769
2020-12-16,0.6582024510278088
2020-12-17,0.6605701948950262
2020-12-18,0.6567744884429592
2020-12-21,0.6595136235341981
2020-12-22,0.661712479583612
2020-12-23,0.6595368660971194
2020-12-24,0.6545489206426939
2020-12-25,0.6513327214223675
2020-12-28,0.6433232585667896
2020-12-29,0.6586431421457416
2020-12-30,0.657921044867222
2020-12-31,0.6672012528543968
2021-01-04,0.6713454442608372
2021-01-05,0.6833507672580116
2021-01-06,0.6807295211326846
2021-01-07,0.6799557745956489
2021-01-08,0.6905177218740397
2021-01-11,0.6883718420736913
2021-01-12,0.6914753451826713
2021-01-13,0.6818008287895346
2021-01-14,0.6967968552969526
2021-01-15,0.7121158000510336
2021-01-18,0.7191597952358485
2021-01-19,0.7309809952145352
2021-01-20,0.737987599790335
2021-01-21,0.7456237408704564
2021-01-22,0.7540135139491361
2021-01-25,0.7573140907474949
2021-01-26,0.7590268723653003
2021-01-27,0.7637519672788585
2021-01-28,0.7606210812524772
2021-01-29,0.7678405626401223
2021-02-01,0.7728487501983166
2021-02-02,0.7861817024354572
2021-02-03,0.7907031769833118
2021-02-04,0.7873213302112438
2021-02-05,0.7928805760526798
2021-02-08,0.8002336998415773
2021-02-09,0.8049396812694121
2021-02-10,0.8115707108544401
2021-02-18,0.7989121158464271
2021-02-19,0.7891223951860824
2021-02-22,0.7742746768688346
2021-02-23,0.7692602031230216
2021-02-24,0.762229525799099
2021-02-25,0.7601911439324096
2021-02-26,0.7623852100419138
2021-03-01,0.7648520258300423
2021-03-02,0.7762389632008199
2021-03-03,0.7692957549605834
2021-03-04,0.7556494465465267
2021-03-05,0.7673849635880424
2021-03-08,0.7470469460224516
2021-03-09,0.7446004522783842
2021-03-10,0.751519698142257
2021-03-11,0.7508347025679764
2021-03-12,0.7434387798279483
2021-03-15,0.7301313517245502
2021-03-16,0.7229140326736622
2021-03-17,0.7379870891039224
2021-03-18,0.7391316478690312
2021-03-19,0.7392155293277681
