horizon_days,rank_ic,abs_rank_ic
1,0.0017701513180795635,0.0017701513180795635
5,0.0018210183650348246,0.0018210183650348246
10,0.003765898087052851,0.003765898087052851
20,0.0061541457792581465,0.0061541457792581465
