index,mean_daily_return
1,0.0008702204043183973
2,0.0008674714652319134
3,0.0008164428545317811
4,0.0007488093567551782
5,0.0007631037702988433
6,0.0006922755349226563
7,0.0006388448427206424
8,0.0005045223068967767
9,9.231028627404297e-05
10,-0.0009216165410241561
H-L,-0.0017918369453425512
