Return_Window,Bartime,Group,Sharpe_Ratio,Max_Drawdown,Annualized_Return
Ret_120,1970-01-01 11:29:00,group_1,-0.42912802784367554,-0.29230518765840574,-0.08178882073807736
Ret_120,1970-01-01 11:29:00,group_2,-0.1314292846392998,-0.24548549140254217,-0.025389612508073985
Ret_120,1970-01-01 11:29:00,group_3,-0.09759829173515426,-0.28639288091779935,-0.019486141918419693
Ret_120,1970-01-01 11:29:00,group_4,-0.3553754198200731,-0.3584213205142103,-0.07787249369726315
Ret_120,1970-01-01 11:29:00,group_HML,4.179885225940737,-0.026555101576948847,0.25777299856186875
Ret_120,1970-01-01 13:29:00,group_0,-0.5081227914746765,-0.4214005655134523,-0.11612632006853883
Ret_120,1970-01-01 13:29:00,group_1,0.2543164334721242,-0.28896934775468286,0.05090545691445124
Ret_120,1970-01-01 13:29:00,group_2,0.4427465593548057,-0.22797780159894654,0.08986779277846872
Ret_120,1970-01-01 13:29:00,group_3,0.5299593949470408,-0.26749677036125763,0.11345182337016595
Ret_120,1970-01-01 13:29:00,group_4,0.32203515425952656,-0.3122662941487624,0.07603408542656577
Ret_120,1970-01-01 13:29:00,group_HML,2.501956239212417,-0.037303391476564696,0.19216040549510466
Ret_120,1970-01-01 13:59:00,group_0,0.23723345046186015,-0.342396707442823,0.0521265362077882
Ret_120,1970-01-01 13:59:00,group_1,0.8874753507085953,-0.2537550001985758,0.1718146346179182
Ret_120,1970-01-01 13:59:00,group_2,0.9619548498089399,-0.22187452402057672,0.18916208062037235
Ret_120,1970-01-01 13:59:00,group_3,1.0972115496263104,-0.24589501200007424,0.22798421837476887
Ret_120,1970-01-01 13:59:00,group_4,0.9635841392943153,-0.29628235688444327,0.2186715951795574
Ret_120,1970-01-01 13:59:00,group_HML,2.0223109330225126,-0.04405887619408544,0.1665450589717694
Ret_120,1970-01-01 14:29:00,group_0,0.4833987141562703,-0.2794215391276247,0.10642175946115567
Ret_120,1970-01-01 14:29:00,group_1,1.1628132467304708,-0.20155825511716308,0.22679821465904018
Ret_120,1970-01-01 14:29:00,group_2,1.184481712534012,-0.21269527580170533,0.23391722466596543
Ret_120,1970-01-01 14:29:00,group_3,1.3791040847567548,-0.20642860596120416,0.2892148123129483
Ret_120,1970-01-01 14:29:00,group_4,1.3190249199720374,-0.24382929775414974,0.3014403007569902
Ret_120,1970-01-01 14:29:00,group_HML,2.3230334037807556,-0.02986800933194922,0.1950185412958344
Ret_180,1970-01-01 09:59:00,group_0,0.29052956761534277,-0.19008966422066176,0.051044166549538514
Ret_180,1970-01-01 09:59:00,group_1,0.22504926761646024,-0.18300075688687856,0.036218383588887355
Ret_180,1970-01-01 09:59:00,group_2,0.0654603839210125,-0.18590116087295117,0.01060575701282966
Ret_180,1970-01-01 09:59:00,group_3,0.04888317773023247,-0.1895253893038118,0.008097067690374214
Ret_180,1970-01-01 09:59:00,group_4,0.365448243053467,-0.19234612084538416,0.06770807593714448
Ret_180,1970-01-01 09:59:00,group_HML,0.3346968994608548,-0.03386128895835028,0.016663909387605955
Ret_180,1970-01-01 10:29:00,group_0,-0.7380754230785813,-0.4384154186016812,-0.18481991853315294
Ret_180,1970-01-01 10:29:00,group_1,0.15817507908802012,-0.2633705415131893,0.03566263703589033
Ret_180,1970-01-01 10:29:00,group_2,0.3340065726477308,-0.28198998241406825,0.07687832644853333
Ret_180,1970-01-01 10:29:00,group_3,0.408726387190522,-0.2802323912531851,0.0966893322728822
Ret_180,1970-01-01 10:29:00,group_4,0.3084816348522092,-0.3046662868050585,0.08054510484788005
Ret_180,1970-01-01 10:29:00,group_HML,3.8194962649285418,-0.034251942247134015,0.2653650233810333
Ret_180,1970-01-01 10:59:00,group_0,-0.31478180858332905,-0.4292857173517026,-0.08500273147217949
Ret_180,1970-01-01 10:59:00,group_1,0.38108863370517143,-0.2821027511124682,0.09115087409561662
Ret_180,1970-01-01 10:59:00,group_2,0.5020043354543123,-0.2753947278695469,0.12249057311214898
Ret_180,1970-01-01 10:59:00,group_3,0.5707127973305623,-0.2756823446530373,0.14526776236210004
Ret_180,1970-01-01 10:59:00,group_4,0.46474895326636984,-0.30539553286522503,0.13064660080429494
Ret_180,1970-01-01 10:59:00,group_HML,2.530376021291433,-0.04089337344976318,0.21564933227647462
Ret_180,1970-01-01 11:29:00,group_0,-0.4335425737355114,-0.45896344114422805,-0.11190518322795928
Ret_180,1970-01-01 11:29:00,group_1,0.2688927351033184,-0.30910239124708405,0.06187013317873029
Ret_180,1970-01-01 11:29:00,group_2,0.3541223580030395,-0.27858339199689286,0.08229557193203116
Ret_180,1970-01-01 11:29:00,group_3,0.4678989623215347,-0.285105426817686,0.11389599414825063
Ret_180,1970-01-01 11:29:00,group_4,0.3418601299603293,-0.3271335124463126,0.0906728527131219
Ret_180,1970-01-01 11:29:00,group_HML,2.2845876299041787,-0.035656362378133744,0.2025780359410808
Ret_180,1970-01-01 13:29:00,group_0,0.07228566428605668,-0.39358164285005937,0.017839663459988126
Ret_180,1970-01-01 13:29:00,group_1,0.6970515326815148,-0.28447802069306605,0.15126409513162103
Ret_180,1970-01-01 13:29:00,group_2,0.7160812566224399,-0.25213884267675246,0.15647712272438882
Ret_180,1970-01-01 13:29:00,group_3,0.8676452196208011,-0.27062940757286535,0.20034737662536367
Ret_180,1970-01-01 13:29:00,group_4,0.8097695002089065,-0.28885765177879164,0.20525796424535364
Ret_180,1970-01-01 13:29:00,group_HML,2.199517734375449,-0.0349594314777909,0.18741830078536573
Ret_180,1970-01-01 13:59:00,group_0,0.6906500748617892,-0.34192360132439426,0.1764402736349251
Ret_180,1970-01-01 13:59:00,group_1,1.1982909496476775,-0.2455213909850833,0.2690204622335226
Ret_180,1970-01-01 13:59:00,group_2,1.2134266104786557,-0.25439187672010044,0.2777405081504979
Ret_180,1970-01-01 13:59:00,group_3,1.3361645514350908,-0.25067280443240003,0.32222600885660496
Ret_180,1970-01-01 13:59:00,group_4,1.3972963863139467,-0.2978848601601608,0.37030015496024066
Ret_180,1970-01-01 13:59:00,group_HML,2.2117041794212295,-0.034186867135811205,0.19385988132531576
Ret_180,1970-01-01 14:29:00,group_0,0.5140178962662398,-0.3129384923640923,0.128325168381264
Ret_180,1970-01-01 14:29:00,group_1,1.1513012370432205,-0.2601178179176047,0.25151560643854043
Ret_180,1970-01-01 14:29:00,group_2,1.1525797316596493,-0.27878246567124587,0.2567655285097204
Ret_180,1970-01-01 14:29:00,group_3,1.354271393348992,-0.2623068564448584,0.31805885710521437
Ret_180,1970-01-01 14:29:00,group_4,1.3564712859772459,-0.30939091744969727,0.3502470011998023
Ret_180,1970-01-01 14:29:00,group_HML,2.4403175064711853,-0.036571290101024,0.22192183281853842
Ret_EOD,1970-01-01 09:59:00,group_0,-0.03952586660475441,-0.23401788807854584,-0.007695898459684499
Ret_EOD,1970-01-01 09:59:00,group_1,0.1406507979149793,-0.18656690399828502,0.02491778220545172
Ret_EOD,1970-01-01 09:59:00,group_2,0.006068849393771904,-0.19711589400513463,0.0010871348618747537
Ret_EOD,1970-01-01 09:59:00,group_3,-0.05544914088448384,-0.21310921136301741,-0.01014364455464827
Ret_EOD,1970-01-01 09:59:00,group_4,0.09894645033135688,-0.19665550004017773,0.020209184045279518
Ret_EOD,1970-01-01 09:59:00,group_HML,0.5431172222326628,-0.03183721851659871,0.0279050825049639
Ret_EOD,1970-01-01 10:29:00,group_0,-0.4754859185308801,-0.25606370187846395,-0.0837337739022313
Ret_EOD,1970-01-01 10:29:00,group_1,-0.113109207628252,-0.1767145141301476,-0.017995394819221314
Ret_EOD,1970-01-01 10:29:00,group_2,-0.1658143792448367,-0.17653524312422164,-0.026559658741202773
Ret_EOD,1970-01-01 10:29:00,group_3,-0.21705613877473467,-0.20666393740627742,-0.03569488528085908
Ret_EOD,1970-01-01 10:29:00,group_4,-0.13616737312942043,-0.1986109038290257,-0.025025666760307198
Ret_EOD,1970-01-01 10:29:00,group_HML,1.3289440019881378,-0.03238379256745405,0.05870810714192405
