,rank_ic_raw
2023-01-04,-0.11048969258292674
2023-01-05,0.1434955077102035
2023-01-06,-0.009854226999659725
2023-01-09,0.009935748935794778
2023-01-10,0.12177865990054719
2023-01-11,-0.1275983615052668
2023-01-12,0.009948023163263152
2023-01-13,-0.02459097268768197
2023-01-16,0.2690599396858656
2023-01-17,0.027858584553168
2023-01-18,-0.08977711427284522
2023-01-19,0.018827163124466893
2023-01-20,-0.02375263921349277
2023-01-30,0.09112963379022299
2023-01-31,-0.06158612235685131
2023-02-01,0.05388122893364515
2023-02-02,-0.05742624528440069
2023-02-03,-0.00924678276517103
2023-02-06,-0.12074770781554554
2023-02-07,-0.019798792023648887
2023-02-08,-0.19033201214995527
2023-02-09,0.1132091268801175
2023-02-10,-0.1362888557810051
2023-02-13,-0.008398125971953083
2023-02-14,-0.1079554273794773
2023-02-15,-0.01824164952227818
2023-02-16,-0.1606586027230921
2023-02-17,-0.17026212441338873
2023-02-20,0.04184292331345802
2023-02-21,-0.13953885727934112
2023-02-22,-0.014647369881627098
2023-02-23,0.04859181717311832
2023-02-24,-0.11019824800069654
2023-02-27,-0.13825793772385994
2023-02-28,-0.08305925365947035
2023-03-01,0.08854555040614788
2023-03-02,-0.002639843636616533
2023-03-03,0.13211817901295983
2023-03-06,0.09358759357509337
2023-03-07,-0.1458973026303911
2023-03-08,-0.03536481571050531
2023-03-09,-0.0244079786276576
2023-03-10,-0.014500465701768044
2023-03-13,-0.07266211637900538
2023-03-14,0.09979784788902496
2023-03-15,-0.045750988372875605
2023-03-16,0.018640653634002007
2023-03-17,0.0779994517673416
2023-03-20,0.039377228750038906
2023-03-21,-0.07074785666948298
2023-03-22,0.10546739537779018
2023-03-23,0.09950909544653626
2023-03-24,0.10186547641384917
2023-03-27,-0.017099122182493303
2023-03-28,-0.24287548202686302
2023-03-29,0.0791860543621509
2023-03-30,-0.12023458600466604
2023-03-31,-0.015164671914637837
2023-04-03,0.18412581863102656
2023-04-04,-0.09165819547911114
2023-04-06,0.08997911265331782
2023-04-07,0.06562593233014774
2023-04-10,-0.015113463212540142
2023-04-11,-0.01818280302009329
2023-04-12,0.06784424219300274
2023-04-13,-0.2044298368427738
2023-04-14,0.1736227063924026
2023-04-17,-0.07973385620109089
2023-04-18,-0.11477361569645853
2023-04-19,-0.010186999589259551
2023-04-20,0.14049514058578247
2023-04-21,-0.11448905765643713
2023-04-24,-0.06435246307791037
2023-04-25,-0.017739037565961242
2023-04-26,-0.10103114568375347
2023-04-27,-0.056045360968559464
2023-04-28,0.09897220398549271
2023-05-04,-0.06000282822584356
2023-05-05,-0.003323930099783074
2023-05-08,0.17048277032416734
2023-05-09,0.06817554499937463
2023-05-10,-0.21141651136814335
2023-05-11,-0.016026502910438625
2023-05-12,-0.09954815988981777
2023-05-15,0.06277353949522572
2023-05-16,0.016425931307478426
2023-05-17,0.081242874833051
2023-05-18,-0.08119239067848187
2023-05-19,-0.06232115767547464
2023-05-22,-0.17974774439041025
2023-05-23,-0.10613782784390831
2023-05-24,0.07887335586989784
2023-05-25,0.07657120508070847
2023-05-26,-0.11472517394000686
2023-05-29,0.030692996412303428
2023-05-30,0.19444383641304605
2023-05-31,-0.02480776061925778
2023-06-01,0.18630326340517717
2023-06-02,-0.1970569593402369
2023-06-05,-0.005984344569082958
2023-06-06,-0.11489111296876349
2023-06-07,0.1297680415117712
2023-06-08,0.009567917376436398
2023-06-09,-0.027458588336801183
2023-06-12,-0.14752827027655777
2023-06-13,0.10954990296413926
2023-06-14,-0.010622927519513622
2023-06-15,0.044045327346909934
2023-06-16,0.17964595547389825
2023-06-19,0.003929480216398207
2023-06-20,0.024835468089183552
2023-06-21,-0.21845668414186
2023-06-26,-0.06087204149508611
2023-06-27,-0.032837903083851816
2023-06-28,-0.07992085143248909
2023-06-29,0.014216498634149893
2023-06-30,0.06168132480425847
2023-07-03,-0.11083746717245405
