,1,2,3,4,5,6,7,8,9,10,H-L
2023-01-04,-0.005199413771698469,-0.00251146254429102,-0.0037073193552607836,-0.0023650337221744772,-0.004296868590104863,-0.0027490644018053284,0.004308658462755074,0.0014805073124779312,0.0035907136402334376,0.011366520404830611,0.01656593417652908
2023-01-05,-0.0009626031801737429,-0.0013906270480278013,-0.00040162386661913847,-0.0006476355135007618,0.0010033156110032145,0.004052581354886113,-6.385254796716848e-06,0.0022894884224181583,-0.001886602484788909,-0.0020197829281947007,-0.0010571797480209578
2023-01-06,-0.0012757102931875578,0.001608177187442766,0.0009331103438356566,-0.0008864153396966166,0.004213629860336004,0.002132737510704318,0.0017329228002006523,-0.00307039527271594,-0.004046408769682642,-0.001328762064679189,-5.3051771491631136e-05
2023-01-09,5.94729022001814e-05,-9.076836003033342e-05,0.00029466350870369974,0.0009837354945438053,0.0032800626175583467,0.001262775944541873,-0.0013974291033303865,-0.0016640286390416832,-0.0001652798142363326,-0.002557274209294254,-0.002616747111494435
2023-01-10,-0.0009944924376572863,-0.0010907103456100431,-0.0010750844895287427,0.0032378848923022997,-0.0017928022540804989,0.00010374216196567718,0.0004264344636241595,0.0021762992584106987,0.0012063663172724318,-0.0021584080971072373,-0.001163915659449951
2023-01-11,-0.0030236204252223385,-0.002676055463356089,-2.5751796781402214e-05,-0.001420217419415691,-0.001249326040686476,0.002087713845010917,0.0013122243196353246,0.001956539173528932,0.0019322091213785657,0.0011062846859082437,0.004129905111130582
2023-01-12,-0.002755506582514199,0.00018246303524579934,-0.0032906737331891826,0.0012853955540905546,0.00016686348781989727,0.0022944592913449386,-0.001456691082144005,0.0016293035932285883,0.0009266458738164078,0.0010368311777838636,0.003792337760298062
2023-01-13,-0.002863751490808439,-0.004616521374908933,-0.0010116462143703443,0.001896407566579203,-0.00043549413310778025,0.0014336685436510007,-0.0011293461634645017,0.0019142717557597004,0.001355599600670379,0.0034712934104405256,0.006335044901248964
2023-01-16,0.003814342572829447,8.640883591496686e-05,0.0012237481278955724,-0.0020291741706701997,-0.002533236622678339,0.00091311416930804,0.0014269398655005253,0.00041696067050594397,-0.0022547081656081563,-0.001055171907550466,-0.004869514480379913
2023-01-17,-0.00029788352758776805,-0.0033960344693025925,9.761377844531811e-05,0.001553167584566801,-0.002684796281182193,0.00028776836804771284,-0.0012815997303094158,3.58567264946237e-05,0.002956917589676908,0.0027019632182724183,0.0029998467458601866
2023-01-18,-0.0005984638214136209,-0.0012011534708493378,0.0033072802981520323,-0.0002798425852294853,-0.0020424521094420905,-0.000556358400493524,-0.0008226230406885187,0.002752214237913618,0.0011544164865843814,-0.0017300732046402127,-0.001131609383226592
2023-01-19,0.0053598360938660345,0.0025708007657419224,0.00172793253931552,-0.004344118190886811,-0.0040506671790480845,0.0016233504106626594,0.003907525794977735,-0.0005737733054273907,-0.0024995594282701773,-0.0036935524044859796,-0.009053388498352015
2023-01-20,0.0013379318063274632,0.0028418590888135966,0.0003327926479062196,8.71522791475567e-05,-0.0020693429093445463,0.0008482942879228113,-0.001453544559616657,0.0005032829686931466,-0.00024383367306810965,-0.00219810639947158,-0.003536038205799043
2023-01-30,0.00020451478535579173,-0.0014002048635296197,8.827755943778158e-05,0.0032570813891475976,0.0016193859267270255,-0.0006109351117262775,-0.0007689973607778297,-0.0037035651403879745,-0.0005069242625714373,0.0018210672762303897,0.001616552490874598
2023-01-31,-0.006665958764413699,0.001212303701498267,-0.0008858706068150033,0.00010325192276241721,-0.002477491325983354,-0.0003200860943287623,-9.232373432857056e-05,0.003841614619803743,0.004700046657278612,0.0005846240102680463,0.007250582774681745
2023-02-01,0.004838097284169299,0.003919855217047903,0.0007474768996112539,-0.0019744679891317216,0.000762944868094795,0.002341302588209836,0.0008861770783165034,0.0015737387194703421,-0.005811249838351584,-0.007283874827436627,-0.012121972111605926
2023-02-02,-0.00500068771294446,-0.004428920252649629,-0.0020200490684088765,0.0012646970890098697,0.00124035518813351,-0.0011868017710799515,0.0031611091631419384,0.0016291034058678673,0.0015410504102376624,0.0038001435486920638,0.008800831261636523
2023-02-03,0.002552074551404034,0.0029586482912196304,0.00016523290941043343,0.003921810241336168,6.855080094383395e-05,-0.004030256538770535,0.0019350201480042076,-0.0031220743576360864,-0.0012300007073182114,-0.0032709043346149853,-0.00582297888601902
2023-02-06,0.0018681026804072414,-0.0028065965454924734,0.002028861626389564,0.0009476285636289888,-0.0010768334821627916,-0.0006782757515539678,0.000919973315013964,6.384905600998868e-05,-0.0006890741214487566,-0.0005589593220053018,-0.002427062002412543
2023-02-07,0.0014371205603939158,-0.0017428431304911932,0.0015963520490951697,0.0008775983632092574,0.0017444849305443665,-0.003338755629907113,0.0017477860465844527,0.0018558256277142276,-0.001859942428885158,-0.0023164921677889566,-0.0037536127281828724
2023-02-08,-0.003647438531600414,-0.0034098229453333948,-0.0029626074719615167,-0.0011887513855225083,-0.0007190436072122633,0.00015702550745139133,0.0022300895803598468,0.002148869679805182,0.003397573425965106,0.003990639075884104,0.0076380776074845185
2023-02-09,0.007193552223697215,0.0021221210806211016,-0.0009629000056109586,0.001159764154010633,-0.002251685630395523,-0.003156638497565982,-0.0005937616591806946,-0.000763962073983926,0.0011555390079609905,-0.003933594984528681,-0.011127147208225895
2023-02-10,-0.002972071337682622,-0.0006777258059255001,-0.00471424644792704,-0.0011292190308741109,0.0001709114112281101,-0.0005755311503773769,0.005072897673011658,-0.0022960197474409354,0.004519432223136669,0.002673670751940819,0.005645742089623441
2023-02-13,-0.0034044359773795136,0.0030547570564345957,0.0016626839726169083,-0.0036900244991393705,0.0007095386090567235,-0.0045731219983506325,-0.002905923343411345,-0.001529510087085211,0.003966150352436089,0.006744210410728781,0.010148646388108295
2023-02-14,-0.004125713619956309,-0.006005956502014156,-0.00017980061527781582,-0.0022096942218594283,0.002166492332693604,-0.0007245705502684741,0.0018223950908401473,0.0013872668916016001,0.00392455024559704,0.003937712054196625,0.008063425674152934
2023-02-15,-0.0005976675342561576,0.002551092748607804,0.001671656130320642,-0.0008452404260041702,-0.0014429795758242481,-0.0012223676101028003,-0.0021285454771278666,0.0012532086076912086,0.0022152340320967063,-0.0014194405153462933,-0.0008217729810901357
2023-02-16,-0.004201839830014704,0.004348601667343457,-0.000978014968722273,-0.001382356976856174,-0.0031313855375287437,-0.0015294372579676065,0.001845275196120425,-0.0010385558795190483,0.0014567530145229886,0.004638183220570944,0.00884002305058565
2023-02-17,-0.00920879253269705,-0.00947344654795212,-0.0010958569396653881,-0.002262412247283291,0.0007450666820220096,-0.0020490190301021343,0.004498964016141279,0.006133754041731136,0.006947383516344637,0.005791352709553065,0.015000145242250115
2023-02-20,-0.005859309782947676,-0.00026975575277775137,0.0009527355225105413,-0.0008401398421258232,-0.0005358247375061132,0.002927082340609271,0.0011616142952569019,-0.00020245781194204123,0.0028914217703740804,-0.00016773398813882032,0.005691575794808856
2023-02-21,-0.002001445181698789,0.0008799246404257053,-0.0018255177706534456,0.0011074644833160019,-0.0024738139999039553,-0.0002078042437904182,-0.000318954352219341,0.0027300012460786663,0.0019127144481137534,0.0002176473483288244,0.0022190925300276136
2023-02-22,-0.0017476853522774985,-0.0024791543688096303,-0.0017277702914736803,-0.00192944696495608,-0.0031176507964960857,0.0012220736029320907,0.00501180091732094,-0.0004451962570886648,0.0012089722640194393,0.00401781076776287,0.005765496120040368
2023-02-23,-0.001575905406475938,-0.0018556880979348185,-0.004407793602690635,0.0011626555289118224,-0.001958612377345639,0.002245948686861898,0.0009806937267255824,0.000992738973318468,0.0023924355636737024,0.0019976172964143247,0.0035735227028902625
2023-02-24,-0.004152077740198216,0.0017544884936851028,-0.00017823522784594567,0.00013738535535314173,-0.00038423340834289714,0.0004702471699732341,9.335163258115137e-05,0.0021786897855184525,-0.00042296660431185375,0.0005236756040606359,0.004675753344258852
2023-02-27,-0.0031820412863573086,-0.0021940950255842895,0.0011140751507721937,-0.003952142490385207,0.0013191119647043559,0.003127225871360146,-0.0014249589241628214,-0.00038290510516630444,0.0030734371697561814,0.0025408766342326448,0.005722917920589953
2023-02-28,-0.0036620077532896495,-0.0029663527552117176,-0.0009129658386169955,0.0021030477501505327,0.002333059275493754,0.0007709451679284705,0.0015563976070795415,0.0012289011293756512,-0.0003152055154466249,-0.00012495026287587686,0.0035370574904137727
2023-03-01,0.0022214803552364874,0.0027634554591556356,-8.866340381163008e-05,0.0006472264547916239,0.005110299189001692,-0.0013706442715074288,-0.004034785322538051,0.00042975268009078646,0.0007670566023483766,-0.00647905333144491,-0.008700533686681397
2023-03-02,0.00010049688181163613,0.002907528165623503,-0.0015543535546019367,0.004393833132992633,-0.002496248789082083,-0.0005485386604853072,-0.0017677948553522847,-0.0005690124405495232,-0.001853857780377176,0.001311225350226417,0.0012107284684147808
2023-03-03,0.002419955531458639,-0.0006208181559014011,0.0026982990033787187,-0.000430936271688874,-0.0016275429269479158,0.0007882985588271389,0.001168454213264198,-0.0024041364452843253,-0.0005423613305316252,-0.001445585806434856,-0.003865541337893495
2023-03-06,-0.0025688018058688832,-0.003196572534465102,-0.0006262368831423245,-0.0026946116383858854,-0.0019028978412198902,-0.0009629318818574374,0.0025263624174030027,0.0009972656959469507,0.004969606793548241,0.0034571351858314935,0.006025936991700377
2023-03-07,0.0003474019967900173,-0.004185074791304928,-0.0004950946254945058,0.0007222131444721351,-0.0019897031804146275,0.0009241809096610116,-0.0009018260175611842,0.0013806116870425777,0.0012139578371114842,0.0029518218180639446,0.0026044198212739275
2023-03-08,0.002817435068297695,0.0022178118606582084,0.0009415284525458522,0.0029195455946335615,-0.0020602290510226655,0.0005573733979663898,0.004062722374745548,-0.0029352199648139668,-0.004543689484369324,-0.003971704514661797,-0.006789139582959492
2023-03-09,0.0025095003074422314,-0.002128898893003256,-0.0004456599792237361,0.003275420489540655,0.00011808818879963304,-0.00015051895478407644,0.0005237811370800307,0.0003070492373689229,-0.0010372141375155851,-0.0029730525852526466,-0.005482552892694878
2023-03-10,0.0022207776811018686,0.0005634574123438015,0.0036302398105028696,0.0008855670888425142,-0.00247539961077333,-0.0009691475296785847,-0.0012578686319649646,-0.000715773978539396,-0.0016110467772730628,-0.0002745284799931225,-0.002495306161094991
2023-03-13,-0.0006231613198381452,0.00019643084349689878,0.003512713423010502,0.0015944791570441552,0.005268395928694625,-0.0018716565209069974,-0.0008154203581089562,-0.0028465253528465115,-0.0011858492066176337,-0.003241461278435392,-0.002618299958597247
2023-03-14,0.004466715114387253,0.0006637518602021029,0.003580903417826524,0.0011216648047814584,0.0007591329595109089,-0.0008390337849322332,-0.0022242711037334098,-0.002101912426763505,-0.001470691739535818,-0.003950337598880145,-0.008417052713267398
2023-03-15,-0.009079335461293015,-0.0024819751848243954,0.0007188244803383131,-0.0008768772210673725,-0.000846584017348296,0.004223963623738898,0.0008877007238248973,0.004501069007251982,0.0029077626160989743,8.212847130915305e-05,0.009161463932602167
2023-03-16,-0.00012598585481914159,0.0008649538190742402,0.001367863464705479,-0.002649608441500179,0.0005106269989894964,-0.0006806478695733677,0.00035363873758317176,-0.0026407215537333044,-0.0006345655865326089,0.0035942554115064584,0.0037202412663256
2023-03-17,0.0049870891030274565,0.006968803266808639,0.005578717673906306,0.002090348314495003,0.0029981086602338084,-0.002064562611238799,-0.0022703111307414542,-0.002206853590842632,-0.005206046022614196,-0.010880111344867022,-0.015867200447894476
2023-03-20,0.0049133908837617115,4.7681761011165915e-05,-0.00335648260928655,0.0007260277338166635,0.001372631637833886,0.0005486299686040249,0.0017345388297805237,-0.004338363867103837,-0.001828015114223961,0.0001799607758063501,-0.004733430107955361
2023-03-21,-0.006945270156694174,-0.0026692314391410688,-0.00013660935156633637,-0.0044337110422839315,0.0041018500437755194,-0.0005743932699129658,0.000760287233973728,0.0018366325643937621,0.005179665712706338,0.0028804061088308804,0.009825676265525055
2023-03-22,-0.0005305613904293734,0.0061698914555691625,0.0028687323383019903,-0.002099144118314007,-0.0025083269180085845,0.002306498535472619,0.0003154884105637857,-0.00388570733230696,-0.0031426285012836064,0.00048084100861237196,0.0010114023990417454
2023-03-23,0.007493133618093092,0.010345645465090134,0.002871298534955258,0.002057790347445211,-0.000546585652371979,-0.0015750902107150191,-0.005108351036547852,-0.0015686138072892198,-0.007724417430430906,-0.006251827209603699,-0.01374496082769679
2023-03-24,0.003854139625475897,0.002667361372798046,0.002936393172115061,0.0008251725500073076,-0.002832242458159803,0.00035216743944179254,-0.0018393108235682319,-0.0025987847359537734,-0.0010420839268988754,-0.002313179149139619,-0.006167318774615516
2023-03-27,0.004261894512014675,0.006760653724081814,0.002760575342093677,3.872997704028783e-05,0.0010856838222613194,-0.0015740629172333177,-0.0031348492537911056,-0.0015612538340550883,-0.004520018004155214,-0.0041296556179172324,-0.008391550129931907
2023-03-28,-0.01293926788739954,-0.0034873863963355285,-0.005051291089232874,-0.0056333477943383324,-0.002391437697463035,0.0012318513353372991,0.003803224086617955,0.009675948018471815,0.006545108265071699,0.008377298834900855,0.021316566722300395
2023-03-29,0.0019993035878280736,-0.002033387178159859,-0.0011099008742904489,-0.000242189687905966,-0.0006352226290004151,0.0018872630182159788,-0.001849365066180004,0.0008093298560393391,0.0018037565505084952,-0.0006223691896220627,-0.002621672777450136
2023-03-30,-0.0033314070571818584,-0.00725085114857254,-0.0022932725395091377,-0.0023899173334907473,0.0010971980407499535,-1.4598648847168483e-05,-0.0002964404398453812,0.002790506724570241,0.00478797594610783,0.006873942878285454,0.010205349935467312
2023-03-31,-0.0030311531414027857,-0.00030906012082576205,0.0034230658439732245,0.0006026772810651714,-0.002149794338753281,0.0014267438101363266,0.001439477439698161,0.0014194104875967543,-0.0024378982903179433,-0.0003207767697527891,0.002710376371649997
