,rank_ic_raw
2023-01-04,-0.11541540765855336
2023-01-05,-0.023409886281060756
2023-01-06,0.04322957104249757
2023-01-09,0.052918353793169504
2023-01-10,-0.031515080914864775
2023-01-11,-0.16685011843642034
2023-01-12,0.02028980384689477
2023-01-13,-0.08015185030435687
2023-01-16,0.11242062043426457
2023-01-17,0.044860709737877306
2023-01-18,0.09549914028498659
2023-01-19,0.10685999257028812
2023-01-20,0.10678581923128136
2023-01-30,0.03286592349210817
2023-01-31,0.11562685375179918
2023-02-01,0.22852194115347843
2023-02-02,-0.16117943547614866
2023-02-03,0.05124411510449287
2023-02-06,-0.032017509316625094
2023-02-07,0.013062705123970383
2023-02-08,-0.12265130950366007
2023-02-09,0.024865527325261958
2023-02-10,-0.07955062329715483
2023-02-13,-0.06199346574378203
2023-02-14,-0.10105219327203975
2023-02-15,-0.04744979525766502
2023-02-16,-0.22409482593526367
2023-02-17,-0.24158379750724934
2023-02-20,-0.00143709125775764
2023-02-21,-0.006879572091428967
2023-02-22,-0.0978448148841563
2023-02-23,0.006436886481981031
2023-02-24,-0.18043469798831058
2023-02-27,-0.14623008239744545
2023-02-28,-0.028292966953583576
2023-03-01,0.12332141320986179
2023-03-02,-0.008159771712922563
2023-03-03,0.1303700941819152
2023-03-06,-0.1497247494673787
2023-03-07,-0.0651472900049967
2023-03-08,0.0007260923073900922
2023-03-09,-0.09206544137998396
2023-03-10,-0.01155024398398475
2023-03-13,-0.06683490870060278
2023-03-14,0.01890089577751754
2023-03-15,-0.17448870238765005
2023-03-16,-0.14354003167850946
2023-03-17,0.18154389363807952
2023-03-20,0.06619861255388855
2023-03-21,-0.1115933559844204
2023-03-22,0.04308762709064599
2023-03-23,0.13126216598960966
2023-03-24,0.1556147823669282
2023-03-27,0.1580901177328342
2023-03-28,-0.29675132569473456
2023-03-29,-0.06806334152835074
2023-03-30,-0.18325463655696644
2023-03-31,0.04953654076794577
2023-04-03,0.19812148497677687
2023-04-04,-0.0826961604385695
2023-04-06,0.09638941841337467
2023-04-07,-0.054465769213008865
2023-04-10,-0.19013800825573687
2023-04-11,0.033538126032839836
2023-04-12,0.10605920904821015
2023-04-13,-0.265492554444648
2023-04-14,0.1262685965135838
2023-04-17,-0.09938298766252655
2023-04-18,-0.04514077383727161
2023-04-19,-0.05450408380913834
2023-04-20,0.1269037366804508
2023-04-21,-0.3118899372442635
2023-04-24,0.0004676707303478903
2023-04-25,-0.12968629204828838
2023-04-26,-0.06114650496459769
2023-04-27,-0.30145057853809976
2023-04-28,0.19728913572385634
2023-05-04,0.049675413055284
2023-05-05,0.011501310545500429
2023-05-08,0.12538604461189606
2023-05-09,0.07503653855804295
2023-05-10,-0.1850090317271602
2023-05-11,-0.06558473979577721
2023-05-12,-0.33703039926684336
2023-05-15,0.022400787254456208
2023-05-16,-0.10340011466705795
2023-05-17,0.17315538036706415
2023-05-18,-0.001794424665679846
2023-05-19,-0.17626754727684857
2023-05-22,-0.2355305158439629
2023-05-23,-0.08837273727856247
2023-05-24,0.05503023880047295
2023-05-25,0.01874199438342167
2023-05-26,-0.06247137351551988
2023-05-29,-0.033704674623309526
2023-05-30,0.2282280737995032
2023-05-31,0.08473093968965743
2023-06-01,0.1411423863596173
2023-06-02,-0.12946285846435301
2023-06-05,-0.06991703164172977
2023-06-06,-0.11969547188456658
2023-06-07,0.10976328506121251
2023-06-08,-0.1726842769749023
2023-06-09,0.1459757883216459
2023-06-12,-0.16503846383003526
2023-06-13,0.08952005757130888
2023-06-14,-0.06224252404258763
2023-06-15,-0.07096062356273065
2023-06-16,0.18939235657475836
2023-06-19,0.12091179328498888
2023-06-20,0.006593864836355095
2023-06-21,-0.3720718095703081
2023-06-26,-0.11105987952290053
2023-06-27,-0.22791053163820277
2023-06-28,-0.1102233161096161
2023-06-29,-0.05179118117668571
2023-06-30,0.00527656616275324
2023-07-03,0.0702579241235294
2023-07-04,-0.016842752538579968
2023-07-05,-0.046393470193775
2023-07-06,0.046571157263155534
2023-07-07,-0.24566762566627529
2023-07-10,-0.1280425820280554
2023-07-11,-0.14056505619290502
2023-07-12,-0.08104068791726815
2023-07-13,0.002914142186116724
2023-07-14,-0.039048863831860466
2023-07-17,-0.15356314129930576
2023-07-18,-0.17708662212014342
2023-07-19,-0.10110171664121437
2023-07-20,-0.04748541474316176
2023-07-21,-0.16787275558879267
2023-07-24,-0.23256243656956285
2023-07-25,0.09618271643149205
2023-07-26,-0.0709032824338165
2023-07-27,-0.09465129559955611
2023-07-28,0.00588202359158983
2023-07-31,0.15458121737393668
2023-08-01,-0.023995661997447005
2023-08-02,-0.000998569638004252
2023-08-03,0.007538140533728929
2023-08-04,0.21911465828570528
2023-08-07,0.11582903668036998
2023-08-08,-0.12520658685835317
2023-08-09,-0.10977032963863503
2023-08-10,-0.02112541420619689
2023-08-11,-0.2557015729196412
2023-08-14,-0.11761689292595065
2023-08-15,-0.17136938643338695
2023-08-16,-0.11693437319599849
2023-08-17,-0.021558272083597535
2023-08-18,-0.13499729415637382
2023-08-21,-0.17178288726543037
2023-08-22,0.11172288830103287
2023-08-23,-0.25348924209124485
2023-08-24,0.039899657273395894
2023-08-25,-0.09028425584681116
2023-08-28,0.09965536939291632
2023-08-29,-0.02437613061922032
2023-08-30,0.013449453177869266
2023-08-31,-0.09595414247938189
2023-09-01,-0.13615997468201563
2023-09-04,0.033855086109838034
2023-09-05,-0.13308002938719168
2023-09-06,0.0805392485605282
2023-09-07,-0.09322272849510242
2023-09-08,0.0315395942953684
2023-09-11,-0.09159617233968555
2023-09-12,-0.11480860510035139
2023-09-13,-0.2021730000808068
2023-09-14,-0.05184041685784544
2023-09-15,-0.12948490656623013
2023-09-18,-0.09026006423380231
2023-09-19,-0.13417971008425636
2023-09-20,-0.11507978829326464
2023-09-21,0.0168040527196531
2023-09-22,0.13619498619679204
2023-09-25,-0.2208169558046545
2023-09-26,0.0773841958295415
2023-09-27,-0.06647126854685118
2023-09-28,0.04980831362611211
2023-10-09,-0.034293688970736105
2023-10-10,0.14916802149027766
2023-10-11,-0.04500188499386861
2023-10-12,0.06044508596943254
2023-10-13,-0.17866693176479612
2023-10-16,-0.154147478956774
2023-10-17,-0.039478545336390614
2023-10-18,-0.04472024025692017
2023-10-19,0.05112913086306836
2023-10-20,0.08320037531861979
2023-10-23,-0.21362469208854068
2023-10-24,0.15899308927212152
2023-10-25,-0.05428767327831068
2023-10-26,-0.1406964064164057
