,rank_ic_raw
2023-04-10,-0.15107757639219466
2023-04-11,0.02558990297754872
2023-04-12,0.08693053731143656
2023-04-13,-0.2101420672105037
2023-04-14,0.08763294283631447
2023-04-17,-0.19316044018669265
2023-04-18,-0.06605810864837447
2023-04-19,-0.012288159536438118
2023-04-20,0.13594751430072632
2023-04-21,-0.2323038691920547
2023-04-24,-0.0372074592701027
2023-04-25,-0.10161159827271249
2023-04-26,-0.23198566120472328
2023-04-27,-0.21289708183547634
2023-04-28,0.15810467165302505
2023-05-04,-0.06904136649644023
2023-05-05,0.03032545437677839
2023-05-08,0.1469717047448524
2023-05-09,0.010106260889962339
2023-05-10,-0.15067885340320822
2023-05-11,-0.037872874975465064
2023-05-12,-0.20479000544737033
2023-05-15,-0.06564009719176338
2023-05-16,-0.11886716152039893
2023-05-17,0.03284611107227954
2023-05-18,0.09867502418886143
2023-05-19,-0.07465719859656397
2023-05-22,-0.2890820300154859
2023-05-23,-0.10910590599126835
2023-05-24,0.10038183549508903
2023-05-25,-0.020648704000793848
2023-05-26,-0.031201036132945517
2023-05-29,0.039397806328411
2023-05-30,0.16192089256361802
2023-05-31,0.1754550268902832
2023-06-01,0.07115480471697587
2023-06-02,-0.1391585134660819
2023-06-05,0.01860242960621435
2023-06-06,-0.12066882613263007
2023-06-07,0.10728938761726838
2023-06-08,-0.11301604012292608
2023-06-09,0.09876426599588907
2023-06-12,-0.18301540068650926
2023-06-13,0.16518267347614227
2023-06-14,-0.0693751289424331
2023-06-15,-0.20933081858734054
2023-06-16,0.1674522404392746
2023-06-19,0.16348076000710157
2023-06-20,-0.001193119450422576
2023-06-21,-0.25798520298995953
2023-06-26,-0.16265986591142909
2023-06-27,-0.09698089727338328
2023-06-28,-0.1336964354913487
2023-06-29,-0.07521042123275685
2023-06-30,-0.08299360381625925
2023-07-03,-0.0506786335476185
2023-07-04,-0.04683418832208475
2023-07-05,-0.12166954466851765
2023-07-06,-0.011338242427117456
2023-07-07,-0.2000128628213906
2023-07-10,-0.06440570030779093
2023-07-11,-0.12754161182312113
2023-07-12,-0.23857385410663087
2023-07-13,0.029302086242956
2023-07-14,0.042073449060625434
2023-07-17,-0.1146527337822607
2023-07-18,-0.20936158135220226
2023-07-19,-0.13189501702703227
2023-07-20,-0.16419005651677396
2023-07-21,-0.1229359978466933
2023-07-24,-0.13574860121052365
2023-07-25,-0.007721031652730473
2023-07-26,-0.09173633549757632
2023-07-27,-0.12541864706103575
2023-07-28,-0.013055412068338709
2023-07-31,0.07007903117776573
2023-08-01,-0.12237565931653804
2023-08-02,-0.012370599985885963
2023-08-03,-0.06174559533332874
2023-08-04,0.1139202053511494
2023-08-07,0.1486539877512682
2023-08-08,-0.18581180537820716
2023-08-09,-0.087196346202192
2023-08-10,-0.09636774794866222
2023-08-11,-0.15800890726083214
2023-08-14,-0.06655840322091748
2023-08-15,-0.21274808814443083
2023-08-16,-0.18329840462690664
2023-08-17,-0.045419808827083685
2023-08-18,-0.19445846632997335
2023-08-21,-0.05493295564634684
2023-08-22,0.14688150595607577
2023-08-23,-0.20880471705167777
2023-08-24,-0.05882363930617819
2023-08-25,-0.21854245425295155
2023-08-28,-0.05535279513201036
2023-08-29,0.028401939803533043
2023-08-30,0.019442302970553816
2023-08-31,-0.030796978388735484
2023-09-01,-0.2084916811871867
2023-09-04,0.04314606211516436
2023-09-05,-0.118434613212222
2023-09-06,0.042030906672733424
2023-09-07,-0.1553767504248159
2023-09-08,0.0911393494733906
2023-09-11,-0.1417038637188698
2023-09-12,-0.1364112190977106
2023-09-13,-0.12876498326949637
2023-09-14,-0.026230905216896142
2023-09-15,-0.0915415125240067
2023-09-18,-0.21189024870072157
2023-09-19,-0.1045306480455134
2023-09-20,-0.10367049404257875
2023-09-21,0.030153803563923193
2023-09-22,0.07930565967322259
2023-09-25,-0.045769524803078686
2023-09-26,0.00851396169214536
2023-09-27,-0.12141617404361267
2023-09-28,0.10165938828256298
2023-10-09,0.04640381343492992
2023-10-10,0.15845227698632297
2023-10-11,-0.007218887590157572
2023-10-12,-0.12022121338181133
2023-10-13,-0.021817672341380722
2023-10-16,-0.09989415534523693
2023-10-17,-0.07933356051707584
2023-10-18,-0.029794149072626085
2023-10-19,-0.05071021017084672
2023-10-20,-0.13863858105319513
2023-10-23,-0.09897740650636652
2023-10-24,-0.02773170106259357
2023-10-25,-0.025803180558042066
2023-10-26,-0.052373771227812706
2023-10-27,-0.15579990672457006
2023-10-30,0.11570140008658095
2023-10-31,-0.093544860719669
2023-11-01,-0.2127596126279299
2023-11-02,-0.11917204955288656
2023-11-03,0.13903284977141472
2023-11-06,0.23234110162575763
2023-11-07,0.14378298695225786
2023-11-08,0.08864429894852158
2023-11-09,-0.17925872451204866
2023-11-10,-0.11196868078299495
2023-11-13,0.13379609477654542
2023-11-14,0.12434957590281827
2023-11-15,-0.19082255783323826
2023-11-16,-0.1384779312288531
2023-11-17,-0.05960980890551284
2023-11-20,-0.12510053859938314
2023-11-21,-0.22790242260975102
2023-11-22,-0.11640101184494846
2023-11-23,-0.18792778544988215
2023-11-24,-0.1718456769201418
2023-11-27,-0.07306870713926747
2023-11-28,-0.22826791381958336
2023-11-29,-0.06235506723216478
2023-11-30,-0.08704662664148151
2023-12-01,0.2264731778789731
2023-12-04,0.04952047085942145
2023-12-05,-0.2357742926721996
2023-12-06,-0.06759406686280632
2023-12-07,0.07269871313043043
2023-12-08,0.09946724274108838
2023-12-11,0.033633243109284616
2023-12-12,-0.0601916236703108
2023-12-13,-0.18333369842554326
2023-12-14,-0.17905756277138749
2023-12-15,-0.04141839736937832
2023-12-18,-0.15536022558898857
2023-12-19,-0.004583164133135242
2023-12-20,-0.23159926969289052
2023-12-21,0.022406035433819717
2023-12-22,-0.1375238140714812
2023-12-25,-0.03200988173999784
2023-12-26,-0.11234104500710776
2023-12-27,-0.03957058770871467
2023-12-28,-0.04582907564646799
2023-12-29,-0.08823042472990605
2024-01-02,-0.216947135576702
2024-01-03,-0.07466954980780144
2024-01-04,-0.13031685098104925
2024-01-05,-0.19321948424799745
2024-01-08,0.05983167260980136
2024-01-09,-0.03852011054111852
2024-01-10,-0.2494000030125434
2024-01-11,0.1718435232521671
2024-01-12,-0.17491573506886085
2024-01-15,-0.0696394387423286
2024-01-16,-0.0752369185523735
2024-01-17,-0.10202397121943817
2024-01-18,0.27796686066273113
2024-01-19,-0.1156726053705601
2024-01-22,-0.03539919074180929
2024-01-23,0.17937809499436494
2024-01-24,-0.04002894892734691
2024-01-25,-0.09046307050602793
2024-01-26,-0.041118194306585844
2024-01-29,-0.11477319479673176
2024-01-30,-0.03149503172588998
2024-01-31,-0.0007170719777504385
2024-02-01,0.058308767237032925
2024-02-02,0.11623069311587052
2024-02-05,-0.11044600877934904
2024-02-06,0.11947978534964514
2024-02-07,-0.18613728603419483
2024-02-08,-0.2331244939673734
2024-02-19,0.21387139928007579
2024-02-20,0.08367735085728832
2024-02-21,-0.23286076688931356
2024-02-22,0.2501134229286946
2024-02-23,0.19300923733495687
2024-02-26,-0.09567876767914
2024-02-27,0.24289877452903472
2024-02-28,-0.19381191546082002
2024-02-29,0.2393110308329208
2024-03-01,0.10550299029775632
2024-03-04,0.11870936770563591
2024-03-05,-0.07156290840577402
2024-03-06,-0.17852655412691415
2024-03-07,-0.2023743145687812
2024-03-08,0.18572015675660322
2024-03-11,-0.10681545121686928
2024-03-12,-0.20834211599194596
2024-03-13,0.030622181194366414
2024-03-14,-0.23340117745030772
2024-03-15,-0.07019276568037851
2024-03-18,0.08171019788860341
2024-03-19,-0.1110755268009262
2024-03-20,0.10992814438285593
2024-03-21,0.03311983829471144
2024-03-22,-0.02356497054921335
2024-03-25,-0.22713648616640691
2024-03-26,-0.1718314225906683
2024-03-27,-0.2680717438259907
2024-03-28,0.2174449527923909
2024-03-29,-0.19630339958082377
2024-04-01,-0.1716004918812623
2024-04-02,-0.2381343161238513
2024-04-03,-0.16867447507645672
2024-04-08,0.004735674396368297
2024-04-09,-0.1281047639296259
2024-04-10,-0.11821624296024587
2024-04-11,-0.05940523211818693
2024-04-12,-0.08774874409604999
2024-04-15,-0.043041313771069595
2024-04-16,-0.11679200835816664
2024-04-17,0.09167770168999204
2024-04-18,-0.059990751310917835
2024-04-19,-0.0061622755496104405
2024-04-22,-0.22648738626546908
2024-04-23,-0.1859783380980072
2024-04-24,0.0703600970723099
2024-04-25,-0.23680540797636535
2024-04-26,0.061772552475826456
2024-04-29,-0.07096698008297292
2024-04-30,-0.18810242828737003
2024-05-06,-0.07598152355391519
2024-05-07,-0.06448660664222092
2024-05-08,-0.2104849580995871
2024-05-09,-0.01998749461713192
2024-05-10,-0.03059691237299782
2024-05-13,-0.06496702155712603
2024-05-14,-0.07315536620105313
2024-05-15,-0.1498173756885887
2024-05-16,-0.059304001017204705
2024-05-17,-0.011825286424288806
2024-05-20,0.03426525177547754
2024-05-21,-0.05263485844229747
2024-05-22,-0.05038862367929704
2024-05-23,-0.17891344807997145
2024-05-24,-0.16912691084506587
2024-05-27,0.08049333737485008
2024-05-28,-0.09046949700422145
2024-05-29,-0.05726427885844607
2024-05-30,-0.11950896157563387
2024-05-31,-0.073884175276181
2024-06-03,0.11564280579212351
2024-06-04,0.027117142713060396
2024-06-05,0.017663211810230423
2024-06-06,0.08717715752539396
2024-06-07,-0.13427718614925163
2024-06-11,0.09067776216487264
2024-06-12,0.022607760541069506
2024-06-13,0.09037362599856866
2024-06-14,0.042074518398007014
2024-06-17,0.0834199962202595
2024-06-18,0.017541964593968534
2024-06-19,0.046515468590212224
2024-06-20,-0.10018176427559856
2024-06-21,-0.07247025234773817
2024-06-24,-0.08872446412038479
2024-06-25,-0.3061194322224938
2024-06-26,-0.006374808833517098
2024-06-27,-0.05942672160018373
2024-06-28,0.13028052051246145
