horizon_days,rank_ic,abs_rank_ic
1,0.03130487504993934,0.03130487504993934
5,0.04401813160434801,0.04401813160434801
10,0.051830209344722177,0.051830209344722177
20,0.06339263242052422,0.06339263242052422
