factor_name,dimension,role,rank_ic_mean,icir,hl_sharpe,hl_annu_ret,hl_avg_turnover,universe_ic_min,universe_ic_max,monotonicity_score,ic_positive_ratio
AlphaSKEW20,HM,base,0.02472972151703521,4.778335543119544,1.4224044307662347,0.1684315340656026,0.7117965207692073,0.010588064488213589,0.02472972151703521,0.7,0.6348005502063274
AlphaIdioSKEW60,HM,base,0.02031098668718731,4.941430154300497,1.8073268579966435,0.16009991291288048,0.2980022907954167,0.012268668006504072,0.02031098668718731,0.7,0.6279229711141678
