label,stage,rank_ic,icir,gross_sharpe,gross_annu_ret,net_sharpe,net_annu_ret,mdd_net,daily_turnover,annu_one_way_turnover,implied_annu_fee,direction,n_days,rebalance_freq,top_frac,entry_frac,exit_frac,min_hold,weight_method,round_trip_cost
size_industry|daily,E1,0.041524943072059756,11.281222814092933,4.063552163128351,0.3534078857123306,1.2799406854694688,0.1111854307469437,-0.08415017252371983,0.6459265465743658,80.74081832179571,0.12111122748269358,1,951,1,0.1,,,1,ew,0.0015
size_industry|weekly_friday,E1,0.0334282395427432,9.352945060859067,3.3199144725211904,0.2801297030071441,1.8842555929254876,0.16470520541858719,-0.08550604071867819,0.3077986602361536,38.4748325295192,0.057712248794278796,1,951,friday,0.1,,,1,ew,0.0015
size_industry|every_5d,E1,0.0339320022964592,9.278176665071737,3.4313182387724965,0.2963272283464044,2.061090354423713,0.1800859167022436,-0.09446864343772704,0.3099768310510961,38.74710388138701,0.058120655822080515,1,951,5,0.1,,,1,ew,0.0015
size_industry|every_10d,E1,0.030376696569532458,8.240330600504926,2.9520677088185865,0.25511577702656585,1.9645818806160584,0.1704512210197086,-0.09293539473445497,0.2257721493516195,28.221518668952434,0.042332278003428654,1,951,10,0.1,,,1,ew,0.0015
size_industry|every_20d,E1,0.02466745384026692,6.814380796526774,2.1915797809933095,0.18247548011452186,1.4587707344279985,0.12243038883400889,-0.10785936189208027,0.1601202434147017,20.015030426837715,0.03002254564025657,1,951,20,0.1,,,1,ew,0.0015
size_industry|daily|buffer_10_20,E2_buffer,0.041524943072059756,11.281222814092933,3.548409811946335,0.27176620919248123,2.0918747331390133,0.1600134751313307,-0.07554331831194974,0.29800729082973476,37.250911353716845,0.05587636703057527,1,951,1,0.1,0.1,0.2,1,ew,0.0015
size_industry|daily|buffer_10_30,E2_buffer,0.041524943072059756,11.281222814092933,3.3559695027246064,0.23762178467044018,2.2072495729973003,0.15615994606894826,-0.07454366779761398,0.21723156960397844,27.153946200497305,0.04073091930074595,1,951,1,0.1,0.1,0.3,1,ew,0.0015
size_industry|daily|buffer_5_15,E2_buffer,0.041524943072059756,11.281222814092933,3.505683957854828,0.3295121604804553,2.3235655273067133,0.21831335793246529,-0.08097790704173534,0.2965301401279726,37.06626751599657,0.055599401273994854,1,951,1,0.1,0.05,0.15,1,ew,0.0015
size_industry|best_e1|buffer_10_20,E2_buffer,0.0339320022964592,9.278176665071737,3.0896093413156973,0.2418148836060423,2.071824951701541,0.16336626268080082,-0.09153584413917572,0.20919632246731074,26.14954030841384,0.039224310462620766,1,951,5,0.1,0.1,0.2,1,ew,0.0015
size_industry|best_e1|buffer_10_30,E2_buffer,0.0339320022964592,9.278176665071737,2.9402848732745412,0.21733018974191276,2.0935375430144147,0.15553151015750452,-0.08915670936329075,0.16479647889175522,20.5995598614694,0.03089933979220411,1,951,5,0.1,0.1,0.3,1,ew,0.0015
size_industry|best_e1|buffer_5_15,E2_buffer,0.0339320022964592,9.278176665071737,3.039195354697942,0.2985639933605554,2.196576725242503,0.21742536709394572,-0.10294180746553794,0.21636967004429244,27.046208755536554,0.040569313133304835,1,951,5,0.1,0.05,0.15,1,ew,0.0015
size_industry|daily|hold_1d,E2_hold,0.041524943072059756,11.281222814092933,4.063552163128351,0.3534078857123306,1.2799406854694688,0.1111854307469437,-0.08415017252371983,0.6459265465743658,80.74081832179571,0.12111122748269358,1,951,1,0.1,,,1,ew,0.0015
size_industry|best_e1|hold_1d,E2_hold,0.0339320022964592,9.278176665071737,3.4313182387724965,0.2963272283464044,2.061090354423713,0.1800859167022436,-0.09446864343772704,0.3099768310510961,38.74710388138701,0.058120655822080515,1,951,5,0.1,,,1,ew,0.0015
size_industry|daily|hold_5d,E2_hold,0.041524943072059756,11.281222814092933,3.63036540212059,0.2899892072215287,1.5588114580410337,0.12441294990485856,-0.08150099242448311,0.44153668617778685,55.19208577222336,0.08278812865833504,1,951,1,0.1,,,5,ew,0.0015
