index,mean_daily_return
1,-0.000988738464424601
2,0.00012230269254170177
3,0.00046575471104133136
4,0.0007082735225210463
5,0.0007885343430169893
6,0.0008528157140813119
7,0.0008833990341446496
8,0.000778909050055479
9,0.0007329703193876883
10,0.0006374062501433436
H-L,0.0016261447145679419
