horizon_days,rank_ic,abs_rank_ic
1,0.03363726537773897,0.03363726537773897
5,0.04458859898566982,0.04458859898566982
10,0.051307735428812666,0.051307735428812666
20,0.05978197511841841,0.05978197511841841
