label,n_days,mean_rank_ic,ic_std,icir_annualized,positive_ic_ratio,t_stat,factor,mode,hl_ann_return,hl_sharpe,hl_max_drawdown,avg_turnover,direction,mono_corr,delta_hl_sharpe_vs_baseline,delta_icir_vs_baseline
AlphaIdioSKEW60_MAD|size_industry,1454,0.0189925896128743,0.04156185686618178,7.225355935721936,0.6850068775790922,17.424946169271937,AlphaIdioSKEW60_MAD,size_industry,0.14897383179806944,2.5297097279821994,-0.05139576107120642,0.31258775536690886,1,0.931366214217913,0.04610371574477945,0.12397902588775267
AlphaIdioSKEW60|size_industry,1454,0.018776665012101693,0.0418067010483611,7.101376909834183,0.6808803301237965,17.12595358379497,AlphaIdioSKEW60,size_industry,0.1460447918337178,2.48360601223742,-0.051380982818394184,0.31355816633526107,1,0.9342292350207204,0.0,0.0
AlphaVolResid_IdioSKEW60|size_industry,1454,0.01378958200086477,0.04038444647491665,5.3989209845279476,0.6368638239339752,13.020245419667669,AlphaVolResid_IdioSKEW60,size_industry,0.1062114267632234,1.96133564031279,-0.05053901204101936,0.33156894763927963,1,0.7510959851515236,-0.52227037192463,-1.7024559253062357
AlphaTGDResid_IdioSKEW60|size_industry,1454,0.01241028994934473,0.03955039468002989,4.961364226643331,0.6258596973865199,11.965016719522147,AlphaTGDResid_IdioSKEW60,size_industry,0.07952704012872061,1.4201874312132317,-0.04531137715598224,0.3301906575235822,1,0.780927165265947,-1.0634185810241883,-2.140012683190852
AlphaVolAdj_IdioSKEW60|size_industry,1454,0.0067329452430208376,0.038022045037456695,2.7998812673235873,0.5749656121045392,6.752301311864946,AlphaVolAdj_IdioSKEW60,size_industry,0.05406913390758062,1.2534467851355713,-0.07744399616508263,0.3551475750112628,1,0.5329407186350941,-1.2301592271018487,-4.301495642510596
AlphaTailSKEW60|size_industry,1454,0.005999369077138911,0.06396396141459074,1.4829968616838796,0.5605226960110041,3.5764522487097175,AlphaTailSKEW60,size_industry,0.055930835461473455,0.6422260913156674,-0.1509364368291439,0.42076634300726556,1,0.8227825935373334,-1.8413799209217525,-5.6183800481503035
AlphaMaxResid_IdioSKEW60|size_industry,1454,0.0010223911395923788,0.03831243823500973,0.42193668813966173,0.5048143053645117,1.0175587394006873,AlphaMaxResid_IdioSKEW60,size_industry,0.026617149571675106,0.5072526077985705,-0.07815657578299579,0.3468354639607741,1,-0.1533187584881481,-1.9763534044388495,-6.679440221694522
AlphaVolMaxTGDResid_IdioSKEW60|size_industry,1454,0.004846142828312771,0.03437911476588978,2.2288021824174002,0.5646492434662999,5.375065034314958,AlphaVolMaxTGDResid_IdioSKEW60,size_industry,0.021937976646251373,0.4879269407406012,-0.06708942084541326,0.4125322669424785,-1,-0.4130192711965406,-1.9956790714968187,-4.872574727416783
AlphaVolMaxResid_IdioSKEW60|size_industry,1454,0.006470398687694821,0.03436752895318542,2.9768211223960637,0.5852819807427786,7.179016269199241,AlphaVolMaxResid_IdioSKEW60,size_industry,0.02066974594279547,0.45523597563660667,-0.08494827859401363,0.4060912190828135,1,0.7147650301955545,-2.0283700366008133,-4.124555787438119
