horizon_days,rank_ic,abs_rank_ic
1,0.0003615105834371691,0.0003615105834371691
5,-0.0018646339826595092,0.0018646339826595092
10,-0.004551809015844113,0.004551809015844113
20,-0.009653460722624144,0.009653460722624144
