horizon_days,rank_ic,abs_rank_ic
1,-0.04554479421868374,0.04554479421868374
5,-0.06407307323921335,0.06407307323921335
10,-0.07578693251714055,0.07578693251714055
20,-0.09346021923077831,0.09346021923077831
