label,mode,rank_ic,icir,ic_pos_ratio,n_days,monthly_rank_ic,monthly_icir,n_months,rank_ic_delta,icir_delta,ic_retention_vs_raw
amount+ATS:residual_add,raw,-0.040752890886369644,-6.8833844469590035,0.30651790957134467,1703,-0.06864856354649042,-2.6504804113806597,84,0.0,0.0,1.0
amount+ATS:residual_add,filter_signal,-0.04485312887610667,-7.4214391658593435,0.29418672930123313,1703,-0.06267177271141654,-2.4393976705843947,84,-0.004100237989737028,-0.53805471890034,1.1006121995411229
amount+ATS:residual_add,filter_cut,-0.0332736621201508,-5.674267071797273,0.3417498532002349,1703,-0.03651199585419779,-1.5997016590343478,84,0.007479228766218843,1.2091173751617301,0.8164736634985478
