index,mean_daily_return
1,-0.0007714732826429559
2,0.000205122136400273
3,0.000467033839015743
4,0.0006367959380742819
5,0.0007415368231220182
6,0.0007848768569379337
7,0.0008238933697691837
8,0.00077238628885522
9,0.0007314088545523481
10,0.0005858034987747591
H-L,0.0013572767814177163
