horizon_days,rank_ic,abs_rank_ic
1,0.028694176845727712,0.028694176845727712
5,0.04558624604778783,0.04558624604778783
10,0.053662299696165934,0.053662299696165934
20,0.0610844685377139,0.0610844685377139
