year,rank_ic,icir,abs_icir,ic_pos_frac,gross_sharpe,net_sharpe,daily_turnover,n_days,sign_matches_paper_positive,gross_works
2021,0.032295106131767816,7.524516963321288,7.524516963321288,0.6528925619834711,5.7669784530915855,2.9949818765072944,0.7465245043022823,242,True,True
2022,0.02493527641435887,4.650062056457101,4.650062056457101,0.6514522821576764,3.413028543475709,0.9995420378233965,0.7310293012772354,241,True,True
2023,0.018662048102128986,3.6078100724633373,3.6078100724633373,0.6058091286307054,1.6856609515848802,-1.3381404222925928,0.7528160171389039,241,True,True
2024,0.017322389953506715,2.3704693042811296,2.3704693042811296,0.5643153526970954,3.059603007521783,1.1124375972147418,0.7320232684425463,241,True,True
2025,0.026144542493047433,3.9883737716521597,3.9883737716521597,0.6074380165289256,2.6667272029711304,0.4746244150069106,0.7758533548828137,242,True,True
